id,batch_size,n_instances,epochs_trained,efforts,arch_hidden_layers,arch_shape,arch_depth,arch_activation_fn,arch_dropout_rate,arch_optimizer_type,arch_learning_rate,arch_weight_decay,arch_momentum,arch_batch_size,arch_use_skip_connections,arch_initializer,arch_lr_scheduler,arch_scheduler_params,arch_seed,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,forecasted_val_acc,score,fcst_greater_than_baseline,last_train_acc,last_train_loss,last_val_acc,last_val_loss,slope_val_acc,var_val_acc,gap_val_acc,p_sigmoid,p_mc,p_above_goal
8,512,"[69, 138]",1,[1],"[90, 78, 68, 57, 56, 48, 40, 34, 28, 27, 16, 16, 27, 28, 34, 40, 48, 56, 57, 68, 78, 90]",hourglass,21,<class 'torch.nn.modules.activation.Sigmoid'>,0.1,<class 'torch.optim.rmsprop.RMSprop'>,0.001559044554898602,0.001,,512,False,xavier_normal,step,"{'step_size': 5, 'gamma': 0.1}",113000,[2.246122121810913],[0.11594202898550725],[2.329223871231079],[0.10982658959537572],[],[],0.25982658959537575,0.016656242105803885,False,0.11594202898550725,2.246122121810913,0.10982658959537572,2.329223871231079,0.0,0.0,0.0,5.135019620830029e-11,0.0,1.540505886249009e-11
9,256,"[69, 138]",1,[1],"[91, 88, 80, 73, 72, 51, 44, 44, 38, 37, 35, 22, 3]",pyramid,13,<class 'torch.nn.modules.activation.Sigmoid'>,0.1,<class 'torch.optim.adam.Adam'>,0.000602683458612075,1e-06,,256,False,kaiming_uniform,step,"{'step_size': 10, 'gamma': 0.9}",127125,[2.2996647357940674],[0.13043478260869565],[2.30849027633667],[0.10982658959537572],[],[],0.25982658959537575,0.016656242105803885,False,0.13043478260869565,2.2996647357940674,0.10982658959537572,2.30849027633667,0.0,0.0,0.0,5.135019620830029e-11,0.0,1.540505886249009e-11
5,512,"[69, 138]",1,[1],"[83, 50, 26, 17]",pyramid,4,<class 'torch.nn.modules.activation.LeakyReLU'>,0.2,<class 'torch.optim.adam.Adam'>,0.020516704633678922,1e-05,,512,True,kaiming_normal,none,{},70625,[2.578382730484009],[0.043478260869565216],[2.1911559104919434],[0.08092485549132948],[],[],0.23092485549132946,0.0,False,0.043478260869565216,2.578382730484009,0.08092485549132948,2.1911559104919434,0.0,0.0,0.0,2.8807454513246806e-11,0.0,8.642236353974043e-12
10,512,"[69, 138, 276]",2,"[1, 2]","[7, 34, 50, 52, 53, 58, 64, 68, 69, 69, 71, 75, 76, 88, 88, 89, 97]",inv_pyramid,17,<class 'torch.nn.modules.activation.ReLU'>,0.4,<class 'torch.optim.rmsprop.RMSprop'>,0.007435141295848892,0.01,,512,False,kaiming_uniform,cosine,{'T_max': 50},141250,"[25.630035400390625, 109.92251586914062]","[0.14492753623188406, 0.10869565217391304]","[5.967861652374268, 2.211362838745117]","[0.10982658959537572, 0.10982658959537572]",[],[],0.25982658959537575,0.009088009565183672,False,0.10869565217391304,109.92251586914062,0.10982658959537572,2.211362838745117,0.0,0.0,0.0,5.135019620830029e-11,0.0,1.540505886249009e-11
21,512,"[69, 138, 276]",2,"[1, 2]","[87, 87, 87, 87, 87, 87, 87, 87, 87, 87, 87, 87, 87, 87, 87]",constant,15,<class 'torch.nn.modules.activation.ReLU'>,0.5,<class 'torch.optim.rmsprop.RMSprop'>,0.0002119264966723199,0.0001,,512,True,kaiming_uniform,exponential,{'gamma': 0.9},296625,"[28059.06640625, 21697.44921875]","[0.15942028985507245, 0.15942028985507245]","[154.8993377685547, 78.74829864501953]","[0.10982658959537572, 0.10404624277456648]",[],[],0.25404624277456644,0.005702513291962156,False,0.15942028985507245,21697.44921875,0.10404624277456648,78.74829864501953,0.0,0.0,0.0,4.574405528152679e-11,0.0,1.3723216584458038e-11
1,32,"[69, 138, 276]",2,"[3, 8]","[28, 23, 17, 17, 23, 28]",hourglass,5,<class 'torch.nn.modules.activation.GELU'>,0.4,<class 'torch.optim.adam.Adam'>,0.03903304514522225,1e-06,,32,True,kaiming_uniform,exponential,{'gamma': 0.99},14125,"[6.756938032481981, 4.540969624035601]","[0.08695652173913043, 0.10144927536231885]","[2.2491806173600213, 2.335706552329091]","[0.14450867052023122, 0.09826589595375723]",[],[],0.24826589595375723,0.0026866274704122803,False,0.10144927536231885,4.540969624035601,0.09826589595375723,2.335706552329091,0.0,0.0,0.0,4.0749962962359016e-11,0.0,1.2224988888707707e-11
27,32,"[69, 138]",1,[3],"[72, 23, 17, 17, 23, 28]",mutated,3,<class 'torch.nn.modules.activation.GELU'>,0.2,<class 'torch.optim.adamw.AdamW'>,0.00041348319330092163,1e-06,,32,False,kaiming_uniform,cosine,"{'T_max': 10, 'gamma': 0.99}",169500,[2.294780931610992],[0.13043478260869565],[2.22611312507894],[0.09248554913294797],[],[],0.24248554913294795,0.0,False,0.13043478260869565,2.294780931610992,0.09248554913294797,2.22611312507894,0.0,0.0,0.0,3.63010990436461e-11,0.0,1.0890329713093832e-11
6,1024,"[69, 138, 276, 552]",3,"[1, 2, 3]","[73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73]",constant,22,<class 'torch.nn.modules.activation.LeakyReLU'>,0.4,<class 'torch.optim.rmsprop.RMSprop'>,0.0001431923924022744,0.01,,1024,True,xavier_uniform,exponential,{'gamma': 0.99},84750,"[34152.33203125, 19391.517578125, 15902.673828125]","[0.11594202898550725, 0.11594202898550725, 0.11594202898550725]","[81.95516967773438, 49.47322463989258, 34.5736083984375]","[0.12716763005780346, 0.12138728323699421, 0.10982658959537572]",[],[],0.25982658959537575,1.1788586731318246e-12,False,0.11594202898550725,15902.673828125,0.10982658959537572,34.5736083984375,-0.008670520231213869,5.197485901819486e-05,-0.014450867052023114,5.129684556852719e-11,0.0,1.5389053670558158e-11
4,1024,"[69, 138, 276, 552]",3,"[1, 2, 3]","[89, 86, 79, 35, 15, 13, 10]",pyramid,7,<class 'torch.nn.modules.activation.GELU'>,0.2,<class 'torch.optim.adamw.AdamW'>,0.026084817419894882,0.0001,,1024,True,kaiming_normal,cosine,{'T_max': 100},56500,"[2.6790695190429688, 2.641932487487793, 2.245380163192749]","[0.08695652173913043, 0.12318840579710146, 0.13405797101449277]","[2.223996639251709, 2.21333909034729, 2.2085866928100586]","[0.13872832369942195, 0.11560693641618497, 0.10982658959537572]",[],[],0.25982658959537575,1.1669509111435635e-12,False,0.13405797101449277,2.245380163192749,0.10982658959537572,2.2085866928100586,-0.014450867052023114,0.00015592457705458458,-0.017341040462427737,5.1190310518436125e-11,0.0,1.535709315553084e-11
26,32,"[69, 138, 276]",2,"[3, 8]","[28, 23, 17, 17, 23, 28]",hourglass,5,<class 'torch.nn.modules.activation.GELU'>,0.4,<class 'torch.optim.adam.Adam'>,0.03903304514522225,1e-06,,32,True,kaiming_uniform,exponential,{'gamma': 0.99},14125,"[6.756938032481981, 4.540969624035601]","[0.08695652173913043, 0.10144927536231885]","[2.2491806173600213, 2.335706552329091]","[0.14450867052023122, 0.09826589595375723]",[],[],0.24826589595375723,0.0,False,0.10144927536231885,4.540969624035601,0.09826589595375723,2.335706552329091,0.0,0.0,0.0,4.0749962962359016e-11,0.0,1.2224988888707707e-11
