id,batch_size,n_instances,epochs_trained,efforts,arch_hidden_layers,arch_shape,arch_depth,arch_activation_fn,arch_dropout_rate,arch_optimizer_type,arch_learning_rate,arch_weight_decay,arch_momentum,arch_batch_size,arch_use_skip_connections,arch_initializer,arch_lr_scheduler,arch_scheduler_params,arch_seed,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,forecasted_val_acc,score,fcst_greater_than_baseline,last_train_acc,last_train_loss,last_val_acc,last_val_loss,slope_val_acc,var_val_acc,gap_val_acc,p_sigmoid,p_mc,p_above_goal
7,32,"[128, 256]",1,[4],"[98, 65, 60, 37, 37, 33, 31, 18, 15, 8]",pyramid,10,<class 'torch.nn.modules.activation.Tanh'>,0.5,<class 'torch.optim.adam.Adam'>,0.052164117530572714,1e-05,,32,True,kaiming_uniform,none,{},98875,[2.4361876249313354],[0.125],[2.3538093090057375],[0.06875],[],[],0.21875,0.00037379125558740936,False,0.125,2.4361876249313354,0.06875,2.3538093090057375,0.0,0.0,0.0,1.0034470152633906e-11,0.0,3.0103410457901726e-12
10,512,"[128, 256]",1,[1],"[7, 34, 50, 52, 53, 58, 64, 68, 69, 69, 71, 75, 76, 88, 88, 89, 97]",inv_pyramid,17,<class 'torch.nn.modules.activation.ReLU'>,0.4,<class 'torch.optim.rmsprop.RMSprop'>,0.007435141295848892,0.01,,512,False,kaiming_uniform,cosine,{'T_max': 50},141250,[58.29396438598633],[0.1171875],[2.7470154762268066],[0.065625],[],[],0.215625,0.0002714090354555733,False,0.1171875,58.29396438598633,0.065625,2.7470154762268066,0.0,0.0,0.0,9.42651245763332e-12,0.0,2.8279537372899963e-12
1,32,"[128, 256]",1,[4],"[28, 23, 17, 17, 23, 28]",hourglass,5,<class 'torch.nn.modules.activation.GELU'>,0.4,<class 'torch.optim.adam.Adam'>,0.03903304514522225,1e-06,,32,True,kaiming_uniform,exponential,{'gamma': 0.99},14125,[6.399527192115784],[0.125],[2.4659777164459227],[0.05625],[],[],0.20625,0.0,False,0.125,6.399527192115784,0.05625,2.4659777164459227,0.0,0.0,0.0,7.814853603337836e-12,0.0,2.344456081001351e-12
0,512,"[128, 256, 512]",2,"[1, 2]","[68, 65, 64, 54, 48, 41, 36, 8, 36, 41, 48, 54, 64, 65, 68]",hourglass,14,<class 'torch.nn.modules.activation.ELU'>,0.1,<class 'torch.optim.sgd.SGD'>,0.0007006700163436125,0.0,0.95,512,True,kaiming_uniform,step,"{'step_size': 5, 'gamma': 0.9}",0,"[3.3865597248077393, 3.403420925140381]","[0.078125, 0.10546875]","[2.7015411853790283, 2.6758108139038086]","[0.090625, 0.090625]",[],[],0.24062499999999998,7.282130487906421e-05,False,0.10546875,3.403420925140381,0.090625,2.6758108139038086,0.0,0.0,0.0,1.5541690043155985e-11,0.0,4.662507012946796e-12
6,1024,"[128, 256, 512]",2,"[1, 2]","[73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73]",constant,22,<class 'torch.nn.modules.activation.LeakyReLU'>,0.4,<class 'torch.optim.rmsprop.RMSprop'>,0.0001431923924022744,0.01,,1024,True,xavier_uniform,exponential,{'gamma': 0.99},84750,"[26529.568359375, 21940.509765625]","[0.15625, 0.109375]","[136.96365356445312, 86.21781921386719]","[0.075, 0.0875]",[],[],0.2375,6.394700919278694e-05,False,0.109375,21940.509765625,0.0875,86.21781921386719,0.0,0.0,0.0,1.4600066827253384e-11,0.0,4.380020048176016e-12
12,128,"[128, 256, 512]",2,"[1, 3]","[72, 62, 62, 72]",hourglass,3,<class 'torch.nn.modules.activation.GELU'>,0.2,<class 'torch.optim.adamw.AdamW'>,0.00041348319330092163,1e-06,,128,False,kaiming_uniform,cosine,{'T_max': 10},169500,"[2.837346076965332, 2.631931781768799]","[0.1015625, 0.08203125]","[2.4716890335083006, 2.366559648513794]","[0.075, 0.0875]",[],[],0.2375,6.394700919278694e-05,False,0.08203125,2.631931781768799,0.0875,2.366559648513794,0.0,0.0,0.0,1.4600066827253384e-11,0.0,4.380020048176016e-12
26,32,"[128, 256]",1,[4],"[28, 23, 17, 17, 23, 28]",hourglass,5,<class 'torch.nn.modules.activation.GELU'>,0.4,<class 'torch.optim.adam.Adam'>,0.03903304514522225,1e-06,,32,True,kaiming_uniform,exponential,{'gamma': 0.99},14125,[6.399527192115784],[0.125],[2.4659777164459227],[0.05625],[],[],0.20625,0.0,False,0.125,6.399527192115784,0.05625,2.4659777164459227,0.0,0.0,0.0,7.814853603337836e-12,0.0,2.344456081001351e-12
17,1024,"[128, 256, 512, 1024]",3,"[1, 2, 3]","[8, 10, 13, 19, 24, 32, 38, 41, 45, 50, 51, 60, 60, 61, 61, 68, 71, 82, 83, 93, 93]",triangular,21,<class 'torch.nn.modules.activation.GELU'>,0.1,<class 'torch.optim.sgd.SGD'>,0.02680569273344529,0.0001,0.8,1024,True,kaiming_normal,step,"{'step_size': 10, 'gamma': 0.9}",240125,"[5.858346939086914, 2.8568291664123535, 2.395469903945923]","[0.15625, 0.125, 0.09765625]","[2.3022620677948, 2.3056674003601074, 2.3070871829986572]","[0.103125, 0.1, 0.1]",[],[],0.3220056007845603,9.092091397869682e-12,False,0.09765625,2.395469903945923,0.1,2.3070871829986572,-0.0015624999999999944,2.1701388888888736e-06,-0.0015624999999999944,7.913018287969808e-11,0.0,2.373905486390943e-11
30,256,"[128, 256]",1,[1],"[89, 80, 78, 61, 60, 57, 52, 48, 37, 22, 8, 22, 37, 48, 52, 57, 60, 61, 78, 80, 89]",hourglass,20,<class 'torch.nn.modules.activation.ELU'>,0.5,<class 'torch.optim.adamw.AdamW'>,0.00011353760357248227,0.0,,256,True,xavier_normal,exponential,{'gamma': 0.95},14127,[3.017155408859253],[0.09375],[2.3179259300231934],[0.1],[],[],0.25,1.3937363192953507e-12,False,0.09375,3.017155408859253,0.1,2.3179259300231934,0.0,0.0,0.0,1.8746855954112593e-11,0.0,5.624056786233778e-12
28,32,"[128, 256, 512]",2,"[4, 12]","[55, 11, 11, 96, 95, 93, 92, 86, 78, 71, 69, 64, 61, 60, 55, 50, 46, 35, 15, 23, 17, 7, 7, 6, 5]",mutated,3,<class 'torch.nn.modules.activation.Tanh'>,0.1,<class 'torch.optim.adamw.AdamW'>,0.0655108914701854,0.0,,32,False,kaiming_normal,none,{'T_max': 50},28250,"[2.4449126720428467, 2.297402799129486]","[0.0703125, 0.1171875]","[2.350781965255737, 2.748741364479065]","[0.103125, 0.05625]",[],[],0.20625,0.0,False,0.1171875,2.297402799129486,0.05625,2.748741364479065,0.0,0.0,0.0,7.814853603337836e-12,0.0,2.344456081001351e-12
