id,batch_size,n_instances,epochs_trained,efforts,arch_hidden_layers,arch_shape,arch_depth,arch_activation_fn,arch_dropout_rate,arch_optimizer_type,arch_learning_rate,arch_weight_decay,arch_momentum,arch_batch_size,arch_use_skip_connections,arch_initializer,arch_lr_scheduler,arch_scheduler_params,arch_seed,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,forecasted_val_acc,score,fcst_greater_than_baseline,slope_val_acc,var_val_acc,gap_val_acc,p_sigmoid,p_mc,p_above_goal,last_train_acc,last_train_loss,last_val_acc,last_val_loss
0,512,"[204, 408, 816, 1632]",3,"[1, 2, 4]","[68, 65, 64, 54, 48, 41, 36, 8, 36, 41, 48, 54, 64, 65, 68]",hourglass,14,<class 'torch.nn.modules.activation.ELU'>,0.1,<class 'torch.optim.sgd.SGD'>,0.0007006700163436125,0.0,0.95,512,True,kaiming_uniform,step,"{'step_size': 5, 'gamma': 0.9}",0,"[0.8572659492492676, 0.9029527306556702, 0.8906579777306202]","[0.5294117647058824, 0.5073529411764706, 0.5183823529411765]","[0.83534836769104, 0.8244286775588989, 0.793812096118927]","[0.49609375, 0.5, 0.498046875]",[],[],1.0,0.13429300284670745,True,0.0006510416666666666,2.5431315104166665e-06,0.0,5.313881723113928e-05,1.0,0.7000159416451693,0.5183823529411765,0.8906579777306202,0.498046875,0.793812096118927
28,128,"[204, 408, 816]",2,"[2, 6]","[50, 92, 90, 55]",mutated,22,<class 'torch.nn.modules.activation.Tanh'>,0.2,<class 'torch.optim.rmsprop.RMSprop'>,0.0021515234499361693,0.0,,128,False,xavier_normal,none,{},42375,"[0.6882798426291522, 0.5003969038234037]","[0.5735294117647058, 0.75]","[0.5944543480873108, 0.3199945352971554]","[0.71484375, 0.87109375]",[],[],1.0,0.1342929052082158,True,0.0,0.0,0.0,5.1442315335434705e-05,1.0,0.7000154326946005,0.75,0.5003969038234037,0.87109375,0.3199945352971554
27,32,"[204, 408, 816]",2,"[7, 20]","[99, 11, 11, 55]",mutated,25,<class 'torch.nn.modules.activation.Tanh'>,0.1,<class 'torch.optim.sgd.SGD'>,0.0655108914701854,0.0,0.95,32,False,xavier_normal,cosine,{'T_max': 50},155375,"[0.6787009928740707, 0.4035144199927648]","[0.5490196078431373, 0.8480392156862745]","[0.5879429280757904, 0.23791291937232018]","[0.744140625, 0.908203125]",[],[],1.0,0.1342929052082158,True,0.0,0.0,0.0,5.1442315335434705e-05,1.0,0.7000154326946005,0.8480392156862745,0.4035144199927648,0.908203125,0.23791291937232018
3,128,"[204, 408, 816, 1632]",3,"[2, 6, 13]","[100, 92, 90, 80, 70, 68, 61, 56, 51, 50, 46, 46, 45, 43, 41, 33, 24, 22, 16, 16, 5, 3]",pyramid,22,<class 'torch.nn.modules.activation.Tanh'>,0.5,<class 'torch.optim.rmsprop.RMSprop'>,0.00013816103185302256,0.01,,128,False,xavier_normal,none,{},42375,"[0.721680179530499, 0.7324817075448877, 0.7022685548838448]","[0.49019607843137253, 0.47058823529411764, 0.5159313725490197]","[0.6932492703199387, 0.6934223622083664, 0.6933019608259201]","[0.51171875, 0.509765625, 0.5234375]",[],[],1.0,0.11710395143752518,True,0.001065340909090909,3.6451551649305555e-05,0.0126953125,5.4209420790928e-05,0.872,0.6104162628262372,0.5159313725490197,0.7022685548838448,0.5234375,0.6933019608259201
10,512,"[204, 408, 816, 1632]",3,"[1, 2, 4]","[7, 34, 50, 52, 53, 58, 64, 68, 69, 69, 71, 75, 76, 88, 88, 89, 97]",inv_pyramid,17,<class 'torch.nn.modules.activation.ReLU'>,0.4,<class 'torch.optim.rmsprop.RMSprop'>,0.007435141295848892,0.01,,512,False,kaiming_uniform,cosine,{'T_max': 50},141250,"[16.29521369934082, 145.76026916503906, 0.9175553497146157]","[0.5, 0.47794117647058826, 0.4987745098039216]","[8.185364723205566, 0.7049596309661865, 0.6922986507415771]","[0.478515625, 0.521484375, 0.521484375]",[],[],1.0,0.08944296338430582,True,0.014322916666666666,0.0004102918836805555,0.021484375,0.00010183039677629871,0.666,0.4662305491190329,0.4987745098039216,0.9175553497146157,0.521484375,0.6922986507415771
7,32,"[204, 408, 816, 1632]",3,"[7, 20, 46]","[98, 65, 60, 37, 37, 33, 31, 18, 15, 8]",pyramid,10,<class 'torch.nn.modules.activation.Tanh'>,0.5,<class 'torch.optim.adam.Adam'>,0.052164117530572714,1e-05,,32,True,kaiming_uniform,none,{},98875,"[0.7550945013177162, 0.7316716336736492, 0.7114616211722878]","[0.5098039215686274, 0.5220588235294118, 0.508578431372549]","[0.7125066071748734, 0.6991454064846039, 0.6862349174916744]","[0.51953125, 0.525390625, 0.552734375]",[],[],1.0,0.08917159907167502,True,0.0008513621794871795,0.0002093844943576389,0.0302734375,5.345012729631151e-05,0.664,0.46481603503818886,0.508578431372549,0.7114616211722878,0.552734375,0.6862349174916744
12,128,"[204, 408, 816, 1632]",3,"[2, 6, 13]","[72, 62, 62, 72]",hourglass,3,<class 'torch.nn.modules.activation.GELU'>,0.2,<class 'torch.optim.adamw.AdamW'>,0.00041348319330092163,1e-06,,128,False,kaiming_uniform,cosine,{'T_max': 10},169500,"[0.9457477307787129, 0.819700091492896, 0.75119923025954]","[0.5147058823529411, 0.5147058823529411, 0.5490196078431373]","[0.7428469359874725, 0.6937505602836609, 0.6542749404907227]","[0.552734375, 0.568359375, 0.63671875]",[],[],1.0,0.07762378022663088,True,0.007634943181818182,0.0013300577799479167,0.076171875,7.284915349901484e-05,0.578,0.40462185474604967,0.5490196078431373,0.75119923025954,0.63671875,0.6542749404907227
2,32,"[204, 408, 816, 1632]",3,"[7, 20, 46]","[55, 11, 11, 55]",hourglass,3,<class 'torch.nn.modules.activation.Tanh'>,0.2,<class 'torch.optim.adamw.AdamW'>,0.0021515234499361693,0.0,,32,False,kaiming_normal,none,{},28250,"[0.6811918207243377, 0.6501599117821338, 0.5082482865043715]","[0.5784313725490197, 0.6200980392156863, 0.7536764705882353]","[0.6495668925344944, 0.5735614933073521, 0.3589808624237776]","[0.642578125, 0.72265625, 0.84765625]",[],[],1.0,0.0762800164069235,True,0.005258413461538462,0.007121615939670139,0.1650390625,5.783052562140405e-05,0.568,0.3976173491576864,0.7536764705882353,0.5082482865043715,0.84765625,0.3589808624237776
5,512,"[204, 408, 816, 1632]",3,"[1, 2, 4]","[83, 50, 26, 17]",pyramid,4,<class 'torch.nn.modules.activation.LeakyReLU'>,0.2,<class 'torch.optim.adam.Adam'>,0.020516704633678922,1e-05,,512,True,kaiming_normal,none,{},70625,"[0.8485722541809082, 0.8055176734924316, 0.661669981245901]","[0.5049019607843137, 0.5612745098039216, 0.6004901960784313]","[0.7363986968994141, 0.6425914764404297, 0.5394716858863831]","[0.54296875, 0.63671875, 0.73828125]",[],[],1.0,0.07578145806194012,True,0.06510416666666667,0.006361219618055556,0.1484375,0.0007285435821223,0.564,0.3950185630746366,0.6004901960784313,0.661669981245901,0.73828125,0.5394716858863831
11,128,"[204, 408, 816, 1632]",3,"[2, 6, 13]","[99, 97, 97, 96, 95, 93, 92, 86, 78, 71, 69, 64, 61, 60, 55, 50, 46, 35, 30, 23, 17, 7, 7, 6, 5]",pyramid,25,<class 'torch.nn.modules.activation.Tanh'>,0.1,<class 'torch.optim.sgd.SGD'>,0.0655108914701854,0.0,0.95,128,False,xavier_normal,cosine,{'T_max': 50},155375,"[0.7045548686794206, 0.6958618783483318, 0.6688938538233439]","[0.44607843137254904, 0.5318627450980392, 0.5943627450980392]","[0.6804746836423874, 0.6630772352218628, 0.588571086525917]","[0.611328125, 0.59765625, 0.82421875]",[],[],1.0,0.0717168343622656,True,0.01935369318181818,0.010759989420572916,0.2197265625,0.00010432871782589186,0.534,0.3738312986153478,0.5943627450980392,0.6688938538233439,0.82421875,0.588571086525917
