id,batch_size,n_instances,epochs_trained,efforts,arch_hidden_layers,arch_shape,arch_depth,arch_activation_fn,arch_dropout_rate,arch_optimizer_type,arch_learning_rate,arch_weight_decay,arch_momentum,arch_batch_size,arch_use_skip_connections,arch_initializer,arch_lr_scheduler,arch_scheduler_params,arch_seed,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,forecasted_val_acc,score,fcst_greater_than_baseline,last_train_acc,last_train_loss,last_val_acc,last_val_loss,slope_val_acc,var_val_acc,gap_val_acc,p_sigmoid,p_mc,p_above_goal
3,128,"[2868, 5736]",1,[23],"[100, 92, 90, 80, 70, 68, 61, 56, 51, 50, 46, 46, 45, 43, 41, 33, 24, 22, 16, 16, 5, 3]",pyramid,22,<class 'torch.nn.modules.activation.Tanh'>,0.5,<class 'torch.optim.rmsprop.RMSprop'>,0.00013816103185302256,0.01,,128,False,xavier_normal,none,{},42375,[1.3635554406765946],[0.26534170153417014],[1.3029730471752126],[0.38293125087156604],[],[],0.532931250871566,0.001086592652712635,False,0.26534170153417014,1.3635554406765946,0.38293125087156604,1.3029730471752126,0.0,0.0,0.0,3.200158375465304e-08,0.0,9.600475126395913e-09
20,1024,"[2868, 5736]",1,[3],"[7, 17, 22, 30, 32, 41, 46, 56, 57, 63, 72, 86, 99]",triangular,13,<class 'torch.nn.modules.activation.GELU'>,0.3,<class 'torch.optim.sgd.SGD'>,0.001156372984008507,0.001,0.8,1024,True,xavier_normal,step,"{'step_size': 5, 'gamma': 0.5}",282500,[1.125829336034703],[0.09693165969316597],[1.12459803106329],[0.09928880211964858],[],[],0.24928880211964857,0.0,False,0.09693165969316597,1.125829336034703,0.09928880211964858,1.12459803106329,0.0,0.0,0.0,1.1002337732098285e-10,0.0,3.300701319629486e-11
18,512,"[2868, 5736]",1,[6],"[13, 20, 25, 25, 27, 34, 35, 36, 43, 51, 57, 65, 76, 94]",inv_pyramid,14,<class 'torch.nn.modules.activation.LeakyReLU'>,0.1,<class 'torch.optim.sgd.SGD'>,0.00020225155654263356,0.0001,0.99,512,False,xavier_uniform,cosine,{'T_max': 50},254250,[1.1066955451020968],[0.12343096234309624],[1.1051112037874669],[0.09928880211964858],[],[],0.24928880211964857,0.0,False,0.12343096234309624,1.1066955451020968,0.09928880211964858,1.1051112037874669,0.0,0.0,0.0,1.1002337732098285e-10,0.0,3.300701319629486e-11
7,32,"[2868, 5736, 11472]",2,"[90, 270]","[98, 65, 60, 37, 37, 33, 31, 18, 15, 8]",pyramid,10,<class 'torch.nn.modules.activation.Tanh'>,0.5,<class 'torch.optim.adam.Adam'>,0.052164117530572714,1e-05,,32,True,kaiming_uniform,none,{},98875,"[0.9735095915767771, 0.9583536574365039]","[0.4902370990237099, 0.4884937238493724]","[0.9400428835774811, 0.9512726895115297]","[0.5124808255473434, 0.504950495049505]",[],[],0.654950495049505,0.00410602930403651,False,0.4884937238493724,0.9583536574365039,0.504950495049505,0.9512726895115297,0.0,0.0,0.0,3.672965111327523e-07,0.0,1.1018895333982571e-07
21,512,"[2868, 5736, 11472]",2,"[6, 18]","[87, 87, 87, 87, 87, 87, 87, 87, 87, 87, 87, 87, 87, 87, 87]",constant,15,<class 'torch.nn.modules.activation.ReLU'>,0.5,<class 'torch.optim.rmsprop.RMSprop'>,0.0002119264966723199,0.0001,,512,True,kaiming_uniform,exponential,{'gamma': 0.9},296625,"[9325.852178129358, 4524.595198499608]","[0.41631799163179917, 0.41841004184100417]","[15.29282440724956, 4.817980698338281]","[0.41221586947427136, 0.4304838934597685]",[],[],0.5804838934597685,0.0006224943159452784,False,0.41841004184100417,4524.595198499608,0.4304838934597685,4.817980698338281,0.0,0.0,0.0,8.283395025845911e-08,0.0,2.4850185077537737e-08
28,32,"[2868, 5736]",1,[90],"[55, 11, 11, 5, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",mutated,3,<class 'torch.nn.modules.activation.Tanh'>,0.2,<class 'torch.optim.adamw.AdamW'>,0.03863077527237173,0.0,,32,False,kaiming_normal,none,{'T_max': 50},28250,[0.9649944746012136],[0.48326359832635984],[1.0361321167772308],[0.4070561985776042],[],[],0.5570561985776042,0.00024301926489866634,False,0.48326359832635984,0.9649944746012136,0.4070561985776042,1.0361321167772308,0.0,0.0,0.0,5.1846334179491424e-08,0.0,1.555390025384743e-08
14,1024,"[2868, 5736, 11472]",2,"[3, 9]","[4, 5, 24, 30, 32, 34, 41, 53, 62, 68, 69, 74, 79, 85, 86, 87, 89, 95, 96]",triangular,19,<class 'torch.nn.modules.activation.GELU'>,0.5,<class 'torch.optim.sgd.SGD'>,0.06903233505484939,1e-05,0.99,1024,False,kaiming_normal,cosine,{'T_max': 50},197750,"[360.0987201515102, nan]","[0.3723849372384937, 0.40690376569037656]","[9397093.35043927, nan]","[0.5177799470087854, 0.38293125087156604]",[],[],0.532931250871566,0.0,False,0.40690376569037656,,0.38293125087156604,,0.0,0.0,0.0,3.200158375465304e-08,0.0,9.600475126395913e-09
5,512,"[2868, 5736, 11472, 22944]",3,"[6, 18, 41]","[83, 50, 26, 17]",pyramid,4,<class 'torch.nn.modules.activation.LeakyReLU'>,0.2,<class 'torch.optim.adam.Adam'>,0.020516704633678922,1e-05,,512,True,kaiming_normal,none,{},70625,"[0.9984532006116092, 0.7707654017451085, 0.6766306942476887]","[0.5097629009762901, 0.6521966527196653, 0.7118200836820083]","[0.7910709164453806, 0.660678528900709, 0.5662490914051976]","[0.6491423790266351, 0.7166364523776322, 0.7562404127736717]",[],[],1.0,0.20956533501102315,True,0.7118200836820083,0.6766306942476887,0.7562404127736717,0.5662490914051976,0.0030599438213439038,0.0019548791610046936,0.07335099707153803,0.0004081889228564753,0.99,0.6931224566768569
19,128,"[2868, 5736, 11472, 22944]",3,"[23, 68, 158]","[64, 18, 53, 60, 57, 65, 76, 11, 46, 87, 33, 6, 91, 86, 69, 64, 80, 18, 7, 73, 34, 66, 50, 77]",irregular,24,<class 'torch.nn.modules.activation.ReLU'>,0.4,<class 'torch.optim.adamw.AdamW'>,0.00024371540765642796,1e-05,,128,True,xavier_normal,step,"{'step_size': 10, 'gamma': 0.5}",268375,"[1.1033719372383555, 1.0237421527234747, 0.9667295759525592]","[0.3253138075313807, 0.4562412831241283, 0.49137029288702927]","[1.079821075842547, 0.969905936240884, 0.941880338138125]","[0.38293125087156604, 0.5177799470087854, 0.5177799470087854]",[],[],1.0,0.20278774747746556,True,0.49137029288702927,0.9667295759525592,0.5177799470087854,0.941880338138125,0.0009988792306460691,0.004040926855535136,0.06742434806860964,0.0003535590650041531,0.958,0.6707060677195013
12,128,"[2868, 5736, 11472, 22944]",3,"[23, 68, 158]","[72, 62, 62, 72]",hourglass,3,<class 'torch.nn.modules.activation.GELU'>,0.2,<class 'torch.optim.adamw.AdamW'>,0.00041348319330092163,1e-06,,128,False,kaiming_uniform,cosine,{'T_max': 10},169500,"[1.104300122463886, 0.895586596539496, 0.7997158819827741]","[0.42782426778242677, 0.5876917712691772, 0.6548117154811716]","[0.923415803822858, 0.7867393934515593, 0.6949576003301129]","[0.5522242365081579, 0.670757216566727, 0.7102217263979919]",[],[],1.0,0.19601508913922744,True,0.6548117154811716,0.7997158819827741,0.7102217263979919,0.6949576003301129,0.001170351776961733,0.0045078579676972605,0.09873099986054934,0.00035327241751553876,0.926,0.6483059817252547
