id,batch_size,n_instances,epochs_trained,efforts,arch_hidden_layers,arch_shape,arch_depth,arch_activation_fn,arch_dropout_rate,arch_optimizer_type,arch_learning_rate,arch_weight_decay,arch_momentum,arch_batch_size,arch_use_skip_connections,arch_initializer,arch_lr_scheduler,arch_scheduler_params,arch_seed,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,forecasted_val_acc,score,forecast_gain,fcst_greater_than_baseline,last_train_acc,last_train_loss,last_val_acc,last_val_loss,slope_val_acc,var_val_acc,gap_val_acc
15,1024,"[54, 108, 216]",2,"[0.1, 0.4]","[465, 444, 441, 437, 371, 367, 348, 334, 331, 319, 291, 206, 177, 166, 157, 123, 109, 105, 104, 43, 24, 43, 104, 105, 109, 123, 157, 166, 177, 206, 291, 319, 331, 334, 348, 367, 371, 437, 441, 444, 465]",hourglass,40,<class 'torch.nn.modules.activation.ReLU'>,0.4,<class 'torch.optim.adamw.AdamW'>,0.02160601819382381,1e-06,,1024,True,xavier_normal,step,"{'step_size': 5, 'gamma': 0.9}",195,"[1.3855109214782715, 736176.375]","[0.2037037037037037, 0.2222222222222222]","[25296.50390625, 2.86877703666687]","[0.21323529411764705, 0.22058823529411764]",[],[],0.0,0.22058823529411764,0.0,False,0.2222222222222222,736176.375,0.22058823529411764,2.86877703666687,,,
6,1024,"[54, 108, 216]",2,"[0.1, 0.4]","[156, 156, 156, 156, 156, 156, 156, 156, 156, 156, 156, 156, 156, 156]",constant,14,<class 'torch.nn.modules.activation.GELU'>,0.5,<class 'torch.optim.rmsprop.RMSprop'>,0.016990095011907635,0.0,,1024,True,kaiming_normal,exponential,{'gamma': 0.99},78,"[8347.498046875, 565687552.0]","[0.3148148148148148, 0.23148148148148148]","[109560856.0, 85.24887084960938]","[0.21323529411764705, 0.22058823529411764]",[],[],0.0,0.22058823529411764,0.0,False,0.23148148148148148,565687552.0,0.22058823529411764,85.24887084960938,,,
12,256,"[54, 108, 216]",2,"[0.1, 0.4]","[493, 473, 458, 455, 448, 395, 386, 382, 290, 231, 195, 186, 129, 117, 83, 80, 72, 72, 80, 83, 117, 129, 186, 195, 231, 290, 382, 386, 395, 448, 455, 458, 473, 493]",hourglass,33,<class 'torch.nn.modules.activation.Sigmoid'>,0.1,<class 'torch.optim.adam.Adam'>,0.0002923989402246147,0.0,,256,True,kaiming_normal,none,{},156,"[1.4207587242126465, 1.395947813987732]","[0.24074074074074073, 0.25]","[1.3889470100402832, 1.3992737531661987]","[0.23529411764705882, 0.21323529411764705]",[],[],0.0,0.21323529411764705,0.0,False,0.25,1.395947813987732,0.21323529411764705,1.3992737531661987,,,
5,1024,"[54, 108, 216]",2,"[0.1, 0.4]","[26, 39, 103, 115, 118, 134, 138, 150, 176, 226, 229, 230, 237, 242, 245, 266, 273, 285, 290, 322, 330, 338, 358, 425, 435, 456, 463, 477]",inv_pyramid,28,<class 'torch.nn.modules.activation.ReLU'>,0.1,<class 'torch.optim.sgd.SGD'>,0.02471767904259144,0.0,0.9,1024,False,kaiming_uniform,cosine,{'T_max': 100},65,"[2.278165340423584, 11.877852439880371]","[0.24074074074074073, 0.24074074074074073]","[2.7539515495300293, 1.4266119003295898]","[0.33088235294117646, 0.21323529411764705]",[],[],0.0,0.21323529411764705,0.0,False,0.24074074074074073,11.877852439880371,0.21323529411764705,1.4266119003295898,,,
14,1024,"[54, 108, 216]",2,"[0.1, 0.4]","[17, 19, 42, 50, 50, 53, 82, 112, 122, 122, 139, 144, 148, 166, 181, 191, 240, 262, 295, 324, 340, 357, 357, 367, 376, 391, 404, 461, 474, 481]",inv_pyramid,30,<class 'torch.nn.modules.activation.GELU'>,0.5,<class 'torch.optim.sgd.SGD'>,0.004430289883742905,0.001,0.8,1024,True,kaiming_normal,exponential,{'gamma': 0.99},182,"[15020.123046875, nan]","[0.1111111111111111, 0.25925925925925924]","[nan, nan]","[0.21323529411764705, 0.21323529411764705]",[],[],0.0,0.21323529411764705,0.0,False,0.25925925925925924,,0.21323529411764705,,,,
9,64,"[54, 108, 216, 432]",3,"[0.1, 0.4, 1.2000000000000002]","[488, 434, 418, 369, 362, 292, 288, 272, 236, 211, 207, 181, 172, 110, 87, 84, 63]",pyramid,17,<class 'torch.nn.modules.activation.GELU'>,0.0,<class 'torch.optim.sgd.SGD'>,0.08436057852086166,0.0001,0.8,64,False,kaiming_normal,none,{},117,"[1.412843942642212, 1.368532869550917, 1.424464049162688]","[0.24074074074074073, 0.3611111111111111, 0.3425925925925926]","[1.3787681074703442, 1.3667508854585535, 1.4428466207840864]","[0.38235294117647056, 0.4411764705882353, 0.34558823529411764]",[],[],0.40578767685293204,0.34558823529411764,0.0,False,0.3425925925925926,1.424464049162688,0.34558823529411764,1.4428466207840864,-0.03342245989304811,0.0015498846597462514,-0.06617647058823528
25,512,"[54, 108, 216, 432]",3,"[0.1, 0.4, 1.2000000000000002]","[493, 477, 474, 471, 453, 443, 435, 372, 351, 349, 340, 337, 316, 308, 291, 287, 263, 258, 243, 231, 185, 127, 126, 124, 105, 102, 99, 90, 74, 65, 64, 59, 49, 44, 40, 14, 6]",pyramid,37,<class 'torch.nn.modules.activation.ELU'>,0.2,<class 'torch.optim.adam.Adam'>,0.0013932772894289813,1e-05,,512,False,xavier_uniform,step,"{'step_size': 20, 'gamma': 0.1}",325,"[1.4168890714645386, 1.410544514656067, 1.4558415412902832]","[0.2222222222222222, 0.28703703703703703, 0.21296296296296297]","[1.4068714380264282, 1.383976936340332, 1.3661623001098633]","[0.21323529411764705, 0.3088235294117647, 0.33088235294117646]",[],[],0.3520007279804486,0.29665544420412804,0.0,False,0.21296296296296297,1.4558415412902832,0.33088235294117646,1.3661623001098633,0.106951871657754,0.002607170319108036,0.06985294117647056
20,512,"[54, 108, 216, 432]",3,"[0.1, 0.4, 1.2000000000000002]","[483, 483, 483, 483, 483, 483, 483, 483, 483, 483, 483, 483, 483, 483, 483]",constant,15,<class 'torch.nn.modules.activation.Tanh'>,0.4,<class 'torch.optim.adamw.AdamW'>,0.0004308430261003725,0.0,,512,False,kaiming_normal,step,"{'step_size': 20, 'gamma': 0.9}",260,"[1.4441139698028564, 1.4410614967346191, 1.4801627397537231]","[0.2777777777777778, 0.2037037037037037, 0.25]","[1.3981751203536987, 1.3800209760665894, 1.3656247854232788]","[0.2867647058823529, 0.34558823529411764, 0.3382352941176471]",[],[],0.3529285828967434,0.28729316845371927,0.0,False,0.25,1.4801627397537231,0.3382352941176471,1.3656247854232788,0.046791443850267414,0.0006848327566320653,0.022058823529411797
19,64,"[54, 108, 216, 432]",3,"[0.1, 0.4, 1.2000000000000002]","[7, 13, 29, 69, 73, 89, 103, 108, 109, 151, 152, 181, 186, 218, 219, 244, 278, 288, 315, 321, 337, 366, 390, 398, 445, 446, 448, 457, 462, 492, 499]",inv_pyramid,31,<class 'torch.nn.modules.activation.ReLU'>,0.4,<class 'torch.optim.adam.Adam'>,0.0006289108530406421,0.0001,,64,True,kaiming_uniform,none,{},247,"[718.5421142578125, 755.7359234845197, 600.3334147135416]","[0.24074074074074073, 0.25925925925925924, 0.24074074074074073]","[1.4686359447591446, 1.4115437830195707, 1.3777878775316126]","[0.2426470588235294, 0.23529411764705882, 0.3382352941176471]",[],[],0.3108218345101439,0.2742611846347511,0.0,False,0.24074074074074073,600.3334147135416,0.3382352941176471,1.3777878775316126,0.08689839572192515,0.0021986735870818926,0.09926470588235298
30,1024,"[54, 108, 216, 432]",3,"[0.1, 0.4, 1.2000000000000002]","[9, 15, 27, 37, 39, 47, 52, 90, 99, 113, 114, 136, 143, 158, 162, 163, 179, 227, 235, 243, 248, 263, 265, 274, 278, 319, 322, 327, 336, 354, 354, 374, 391, 435, 462, 477, 487, 498]",triangular,38,<class 'torch.nn.modules.activation.GELU'>,0.1,<class 'torch.optim.sgd.SGD'>,0.07377914585878594,0.01,0.9,1024,False,xavier_normal,exponential,{'gamma': 0.99},390,"[1.3855445384979248, 1.3857614994049072, 1.3857992887496948]","[0.2777777777777778, 0.25, 0.25462962962962965]","[1.3871538639068604, 1.3872989416122437, 1.3875077962875366]","[0.23529411764705882, 0.23529411764705882, 0.23529411764705882]",[],[],0.2450524822164212,0.23529411764705882,0.0,False,0.25462962962962965,1.3857992887496948,0.23529411764705882,1.3875077962875366,0.0,7.703719777548943e-34,0.0
17,32,"[54, 108, 216, 432]",3,"[0.1, 0.4, 1.2000000000000002]","[435, 423, 395, 393, 288, 254, 146, 121, 50, 50, 121, 146, 254, 288, 393, 395, 423, 435]",hourglass,17,<class 'torch.nn.modules.activation.Sigmoid'>,0.4,<class 'torch.optim.adamw.AdamW'>,0.008133656294905043,0.001,,32,True,kaiming_uniform,step,"{'step_size': 20, 'gamma': 0.9}",221,"[1.6770717391261347, 1.751330746544732, 1.7533463901943631]","[0.24074074074074073, 0.2222222222222222, 0.23148148148148148]","[1.485186450621661, 1.7831572013742782, 1.5094789056216968]","[0.33088235294117646, 0.23529411764705882, 0.22058823529411764]",[],[],0.2712352753383355,0.22058823529411764,0.0,False,0.23148148148148148,1.7533463901943631,0.22058823529411764,1.5094789056216968,-0.10026737967914437,0.0023909073433294884,-0.0625
24,512,"[54, 108, 216, 432]",3,"[0.1, 0.4, 1.2000000000000002]","[500, 498, 484, 442, 442, 441, 434, 428, 412, 404, 394, 386, 380, 371, 355, 354, 339, 236, 228, 201, 198, 173, 170, 168, 166, 165, 155, 143, 141, 132, 121, 107, 101, 95, 86, 81, 80, 78, 64, 58, 27, 19, 5]",pyramid,43,<class 'torch.nn.modules.activation.LeakyReLU'>,0.1,<class 'torch.optim.adam.Adam'>,0.00023459228301529465,1e-06,,512,False,xavier_normal,none,{},312,"[1.4003714323043823, 1.4010281562805176, 1.403204321861267]","[0.24074074074074073, 0.23148148148148148, 0.23148148148148148]","[1.4050569534301758, 1.405085563659668, 1.4050730466842651]","[0.22058823529411764, 0.22058823529411764, 0.22058823529411764]",[],[],0.22973670208278152,0.22058823529411764,0.0,False,0.23148148148148148,1.403204321861267,0.22058823529411764,1.4050730466842651,0.0,0.0,0.0
21,1024,"[54, 108, 216, 432]",3,"[0.1, 0.4, 1.2000000000000002]","[327, 306, 125, 159, 377, 313, 300, 151, 67, 115, 435, 45, 266, 100]",irregular,14,<class 'torch.nn.modules.activation.ELU'>,0.0,<class 'torch.optim.adamw.AdamW'>,0.06445393298490566,0.0001,,1024,False,xavier_normal,none,{},273,"[1.3865610361099243, 13.311142921447754, 55001.41015625]","[0.25925925925925924, 0.25925925925925924, 0.24074074074074073]","[12.095998764038086, 47038.76171875, 18300184.0]","[0.33088235294117646, 0.3382352941176471, 0.21323529411764705]",[],[],0.3049578971607374,0.21323529411764705,0.0,False,0.24074074074074073,55001.41015625,0.21323529411764705,18300184.0,-0.106951871657754,0.003279988465974626,-0.12132352941176475
29,64,"[54, 108, 216, 432]",3,"[0.1, 0.4, 1.2000000000000002]","[12, 44, 93, 127, 128, 176, 177, 248, 257, 277, 330, 388, 406, 430, 433, 446, 496]",triangular,17,<class 'torch.nn.modules.activation.Sigmoid'>,0.0,<class 'torch.optim.rmsprop.RMSprop'>,0.00013588684703374503,1e-05,,64,True,kaiming_normal,cosine,{'T_max': 100},377,"[1.4331927299499512, 1.4293989340464275, 1.4103803060672901]","[0.25925925925925924, 0.2777777777777778, 0.2361111111111111]","[1.5777604790294872, 1.4451448496650248, 1.589717521386988]","[0.21323529411764705, 0.23529411764705882, 0.21323529411764705]",[],[],0.22987086057273312,0.21323529411764705,0.0,False,0.2361111111111111,1.4103803060672901,0.21323529411764705,1.589717521386988,0.0,0.0001081314878892734,-0.011029411764705871
23,64,"[54, 108, 216, 432]",3,"[0.1, 0.4, 1.2000000000000002]","[492, 467, 460, 427, 411, 399, 378, 362, 351, 349, 341, 322, 307, 306, 269, 266, 243, 237, 178, 176, 172, 161, 47, 27, 9]",triangular,25,<class 'torch.nn.modules.activation.Tanh'>,0.3,<class 'torch.optim.rmsprop.RMSprop'>,0.0279896404617504,0.01,,64,False,kaiming_normal,exponential,{'gamma': 0.9},299,"[1.485160231590271, 1.548827643747683, 1.4720525564970794]","[0.25925925925925924, 0.25925925925925924, 0.25]","[1.4806780464508955, 1.4937740774715649, 1.584682170082541]","[0.25735294117647056, 0.2867647058823529, 0.21323529411764705]",[],[],0.262573863122565,0.21323529411764705,0.0,False,0.25,1.4720525564970794,0.21323529411764705,1.584682170082541,-0.040106951871657734,0.0009131103421760857,-0.05882352941176469
28,1024,"[54, 108, 216, 432]",3,"[0.1, 0.4, 1.2000000000000002]","[257, 257]",constant,2,<class 'torch.nn.modules.activation.ReLU'>,0.0,<class 'torch.optim.sgd.SGD'>,0.0010080625662498132,1e-06,0.9,1024,True,xavier_uniform,cosine,{'T_max': 10},364,"[1.386299729347229, 1.388073444366455, 1.391325831413269]","[0.2777777777777778, 0.2777777777777778, 0.27314814814814814]","[1.4176729917526245, 1.4165966510772705, 1.4150280952453613]","[0.20588235294117646, 0.21323529411764705, 0.21323529411764705]",[],[],0.21965855154467095,0.21323529411764705,0.0,False,0.27314814814814814,1.391325831413269,0.21323529411764705,1.4150280952453613,0.006684491978609626,1.2014609765474823e-05,0.003676470588235309
22,256,"[54, 108, 216, 432]",3,"[0.1, 0.4, 1.2000000000000002]","[165, 165, 165, 165, 165, 165, 165, 165, 165, 165, 165, 165, 165, 165, 165, 165, 165, 165, 165, 165, 165, 165, 165, 165, 165, 165, 165, 165, 165, 165, 165, 165, 165]",constant,33,<class 'torch.nn.modules.activation.GELU'>,0.0,<class 'torch.optim.adam.Adam'>,0.013378784859379596,0.0001,,256,True,kaiming_uniform,exponential,{'gamma': 0.95},286,"[363984.15625, 1531479168.0, 40742.0]","[0.25925925925925924, 0.24074074074074073, 0.2638888888888889]","[1383955200.0, 43350.8671875, 546.3014526367188]","[0.33088235294117646, 0.23529411764705882, 0.20588235294117646]",[],[],0.2659547119690791,0.20588235294117646,0.0,False,0.2638888888888889,40742.0,0.20588235294117646,546.3014526367188,-0.11363636363636363,0.0028474625144175314,-0.07720588235294118
26,256,"[54, 108, 216, 432]",3,"[0.1, 0.4, 1.2000000000000002]","[428, 256, 242, 146, 105, 105, 146, 242, 256, 428]",hourglass,9,<class 'torch.nn.modules.activation.GELU'>,0.4,<class 'torch.optim.adam.Adam'>,0.016489553879167614,0.01,,256,False,kaiming_uniform,exponential,{'gamma': 0.9},338,"[8.380131721496582, 42.18027114868164, 5.788183689117432]","[0.2037037037037037, 0.28703703703703703, 0.2361111111111111]","[7.334580421447754, 1.3873971700668335, 1.379218578338623]","[0.19852941176470587, 0.2426470588235294, 0.19117647058823528]",[],[],0.21970685175724505,0.19117647058823528,0.0,False,0.2361111111111111,5.788183689117432,0.19117647058823528,1.379218578338623,-0.006684491978609626,0.0005166282199154174,-0.02941176470588236
27,1024,"[54, 108, 216, 432]",3,"[0.1, 0.4, 1.2000000000000002]","[19, 48, 65, 111, 115, 121, 132, 139, 139, 142, 143, 154, 166, 179, 202, 208, 226, 236, 242, 249, 258, 261, 285, 320, 327, 341, 352, 374, 375, 380, 381, 392, 400, 412, 416, 419, 441, 441, 443, 470, 488]",triangular,41,<class 'torch.nn.modules.activation.ELU'>,0.2,<class 'torch.optim.sgd.SGD'>,0.00030872135837535346,0.0001,0.8,1024,True,kaiming_normal,cosine,{'T_max': 100},351,"[311.6531677246094, 869.9708251953125, 98.56746673583984]","[0.24074074074074073, 0.25925925925925924, 0.23148148148148148]","[24.603199005126953, 11.490336418151855, 9.337013244628906]","[0.21323529411764705, 0.19852941176470587, 0.22794117647058823]",[],[],0.22216467492639755,0.1821384871958191,0.0,False,0.23148148148148148,98.56746673583984,0.22794117647058823,9.337013244628906,0.013368983957219253,0.00014417531718569787,0.02205882352941177
18,1024,"[54, 108, 216, 432]",3,"[0.1, 0.4, 1.2000000000000002]","[32, 42, 120, 136, 138, 180, 187, 213, 249, 254, 261, 300, 316, 366, 406, 442, 446, 448, 452, 466, 475, 490, 498]",inv_pyramid,23,<class 'torch.nn.modules.activation.Tanh'>,0.3,<class 'torch.optim.adam.Adam'>,0.0014664515716652877,0.0001,,1024,False,kaiming_uniform,step,"{'step_size': 30, 'gamma': 0.5}",234,"[1.499402642250061, 1.4622365236282349, 1.4636263847351074]","[0.24074074074074073, 0.23148148148148148, 0.2962962962962963]","[1.5678911209106445, 1.599597454071045, 1.6064194440841675]","[0.11764705882352941, 0.16176470588235295, 0.16176470588235295]",[],[],0.17245931754185834,0.1427804609099666,0.0,False,0.2962962962962963,1.4636263847351074,0.16176470588235295,1.6064194440841675,0.04010695187165776,0.0004325259515570936,0.02205882352941177
50,512,"[54, 108, 216, 432, 864]",4,"[0.1, 0.4, 1.2000000000000002, 3.2]","[353, 89, 453, 210, 232, 228, 349, 257, 110, 67, 137, 443, 287, 414, 89, 427, 243, 488, 191, 47, 125, 441]",irregular,22,<class 'torch.nn.modules.activation.ELU'>,0.4,<class 'torch.optim.adam.Adam'>,0.0010797866809653146,1e-06,,512,True,xavier_normal,cosine,{'T_max': 10},650,"[1.4852709770202637, 1.4417780637741089, 1.4387162923812866, 1.432437777519226]","[0.16666666666666666, 0.19444444444444445, 0.2638888888888889, 0.26157407407407407]","[1.3931055068969727, 1.3895126581192017, 1.3884305953979492, 1.3882713317871094]","[0.27941176470588236, 0.3602941176470588, 0.3602941176470588, 0.36764705882352944]",[],[],0.37540020037660854,0.30368681745585646,0.0,False,0.26157407407407407,1.432437777519226,0.36764705882352944,1.3882713317871094,0.0284629981024668,0.0013110942906574396,0.03431372549019612
48,512,"[54, 108, 216, 432, 864]",4,"[0.1, 0.4, 1.2000000000000002, 3.2]","[127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127]",constant,14,<class 'torch.nn.modules.activation.LeakyReLU'>,0.2,<class 'torch.optim.rmsprop.RMSprop'>,0.0010626151621839636,0.001,,512,True,kaiming_uniform,none,{},624,"[603.6510009765625, 899.908447265625, 89.2149887084961, 30.257213592529297]","[0.2222222222222222, 0.26851851851851855, 0.24074074074074073, 0.24768518518518517]","[368.3755798339844, 12.90284252166748, 3.2215473651885986, 1.8764760494232178]","[0.21323529411764705, 0.33088235294117646, 0.33088235294117646, 0.3161764705882353]",[],[],0.34196483642188363,0.27247672561132136,0.0,False,0.24768518518518517,30.257213592529297,0.3161764705882353,1.8764760494232178,0.03320683111954459,0.0024194420415224916,0.024509803921568596
31,64,"[54, 108, 216, 432, 864]",4,"[0.1, 0.4, 1.2000000000000002, 3.2]","[79, 85, 140, 196, 247, 273, 286, 363, 378, 384, 384, 404, 413, 434, 452, 461, 462]",triangular,17,<class 'torch.nn.modules.activation.Sigmoid'>,0.3,<class 'torch.optim.sgd.SGD'>,0.012110748871506266,0.0,0.95,64,True,xavier_normal,none,{},403,"[1.500578761100769, 1.4412041549329404, 1.4398762517505221, 1.4231665001975164]","[0.2222222222222222, 0.24074074074074073, 0.25462962962962965, 0.25925925925925924]","[1.4197874419829424, 1.4068075488595402, 1.3873763435027178, 1.3757778055527632]","[0.22058823529411764, 0.23529411764705882, 0.33088235294117646, 0.33088235294117646]",[],[],0.326338811748651,0.26954986128229513,0.0,False,0.25925925925925924,1.4231665001975164,0.33088235294117646,1.3757778055527632,0.03557874762808349,0.0026762543252595154,0.06862745098039214
39,128,"[54, 108, 216, 432, 864]",4,"[0.1, 0.4, 1.2000000000000002, 3.2]","[496, 487, 482, 479, 478, 471, 466, 458, 434, 428, 418, 400, 368, 360, 348, 348, 338, 336, 251, 234, 228, 192, 187, 127, 109, 100, 85, 76, 73, 65, 57, 14]",triangular,32,<class 'torch.nn.modules.activation.ELU'>,0.3,<class 'torch.optim.rmsprop.RMSprop'>,0.0013915090099373428,0.0001,,128,False,kaiming_normal,exponential,{'gamma': 0.95},507,"[174.41217041015625, 5185.12109375, 14.610498039810746, 6.831202489358407]","[0.24074074074074073, 0.2777777777777778, 0.2222222222222222, 0.22916666666666666]","[30.67807186351103, 1.4947562918943518, 1.4783056203056784, 1.3792125617756563]","[0.23529411764705882, 0.22058823529411764, 0.25735294117647056, 0.3161764705882353]",[],[],0.2772064588622948,0.23867438692640355,0.0,False,0.22916666666666666,6.831202489358407,0.3161764705882353,1.3792125617756563,0.026091081593927888,0.0013246107266435983,0.07843137254901963
