id,batch_size,n_instances,epochs_trained,efforts,arch_hidden_layers,arch_shape,arch_depth,arch_activation_fn,arch_dropout_rate,arch_optimizer_type,arch_learning_rate,arch_weight_decay,arch_momentum,arch_batch_size,arch_use_skip_connections,arch_initializer,arch_lr_scheduler,arch_scheduler_params,arch_seed,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,forecasted_val_acc,score,forecast_gain,fcst_greater_than_baseline,slope_val_acc,var_val_acc,gap_val_acc,last_train_acc,last_train_loss,last_val_acc,last_val_loss
144,32,"[34520, 69040, 138080, 276160, 552320, 690408]",5,"[0.09999884126487527, 0.39999536505950106, 1.1999860951785033, 3.1999629204760085, 5.0]","[18, 19, 34, 346, 336, 290, 263, 249, 245, 230, 219, 212, 181, 173, 43, 21]",mutated,46,<class 'torch.nn.modules.activation.ELU'>,0.4,<class 'torch.optim.adam.Adam'>,0.00017636160561855177,0.001,,32,False,kaiming_normal,exponential,"{'gamma': 0.9, 'T_max': 10}",805125,"[2.3573562310717198, 0.7403121619622373, 0.692273207901527, 0.6873947503807094, 0.6871581041820217]","[0.5057937427578215, 0.5084009269988412, 0.5422870799536501, 0.5546748261877172, 0.5547531314816746]","[0.738961251500954, 0.6895387912304337, 0.6878986539676267, 0.6867771285555044, 0.6867794198817592]","[0.44345438112674096, 0.5598016268452644, 0.5563833978355078, 0.5563833978355078, 0.5563833978355078]",[],[],1.0,0.575577726346883,0.0,False,0.023046732653818007,0.0020732249159761086,0.02737769692475256,0.5547531314816746,0.6871581041820217,0.5563833978355078,0.6867794198817592
148,512,"[34520, 69040, 138080, 276160, 552320, 690408]",5,"[0.09999884126487527, 0.39999536505950106, 1.1999860951785033, 3.1999629204760085, 5.0]","[478, 404, 359, 350, 320, 300, 60, 60, 93, 186, 256, 273, 324, 451]",mutated,13,<class 'torch.nn.modules.activation.Sigmoid'>,0.3,<class 'torch.optim.adamw.AdamW'>,0.017698142123513422,1e-05,,512,False,xavier_uniform,exponential,"{'gamma': 0.9, 'T_max': 50}",1426625,"[0.8845094302161958, 0.6928330348927618, 0.6970204896335668, 0.6949783717909114, 0.6955862385051345]","[0.5225376593279258, 0.5399478563151796, 0.5319887022016222, 0.5335819814600232, 0.5350633248745669]","[0.6943498454470531, 0.6883863422376737, 0.7000858180409818, 0.6891049470954752, 0.6894451479740965]","[0.4436166021644921, 0.5563833978355078, 0.4436166021644921, 0.5563833978355078, 0.5563833978355078]",[],[],1.0,0.5754699245356171,0.0,False,0.023013626327411947,0.0030519240494180666,0.05638339783550783,0.5350633248745669,0.6955862385051345,0.5563833978355078,0.6894451479740965
123,32,"[34520, 69040, 138080, 276160, 552320, 690408, 690408]",6,"[0.09999884126487527, 0.39999536505950106, 1.1999860951785033, 3.1999629204760085, 5.0, 6.0]","[483, 483, 476, 450, 440, 437, 435, 430, 404, 394, 392, 391, 389, 380, 351, 344, 343, 337, 315, 312, 282, 280, 272, 226, 224, 209, 193, 185, 184, 177, 174, 153, 119, 62, 47, 35, 28, 24, 21, 19]",pyramid,40,<class 'torch.nn.modules.activation.ELU'>,0.2,<class 'torch.optim.adam.Adam'>,0.01333867359198839,0.001,,32,True,xavier_uniform,none,{},1737375,"[6.141850526115007e+17, nan, nan, nan, nan, nan]","[0.5168597914252607, 0.5410776361529548, 0.5547508690614137, 0.5547544901506373, 0.5547531314816746, 0.5547531314816746]","[0.7025729488330281, nan, nan, nan, nan, nan]","[0.4436166021644921, 0.5563833978355078, 0.5563833978355078, 0.5563833978355078, 0.5563833978355078, 0.5563833978355078]",[],[],1.0,0.5744283168057664,0.0,False,0.019113012461711328,0.0017661597508206405,0.022553359134203088,0.5547531314816746,,0.5563833978355078,
75,256,"[34520, 69040, 138080, 276160, 552320, 690408, 690408]",6,"[0.09999884126487527, 0.39999536505950106, 1.1999860951785033, 3.1999629204760085, 5.0, 6.0]","[189, 433, 375, 72, 317, 168, 411, 489, 325, 217]",irregular,10,<class 'torch.nn.modules.activation.ReLU'>,0.0,<class 'torch.optim.sgd.SGD'>,0.010485810143586257,1e-06,0.9,256,True,xavier_normal,step,"{'step_size': 20, 'gamma': 0.1}",1059375,"[0.6877140787772205, 0.6853038528841313, 0.6675506070342566, 0.6565426206395358, 0.6391224037415612, 0.6329625896824007]","[0.5488122827346466, 0.5547508690614137, 0.5879272885283894, 0.6060110081112399, 0.6308472671232083, 0.6394740501268815]","[0.6863876933452139, 0.6805419352584409, 0.6612372999285102, 0.6469585236683993, 0.6336116652226703, 0.6302898440937634]","[0.5563833978355078, 0.5563833978355078, 0.6010405320850039, 0.6220945053417071, 0.6406804013811963, 0.6437278394475215]",[],[],1.0,0.5731823987140775,0.0,False,0.01480413973863339,0.001298722498477722,0.04841139255173699,0.6394740501268815,0.6329625896824007,0.6437278394475215,0.6302898440937634
97,32,"[34520, 69040, 138080, 276160, 552320, 690408, 690408]",6,"[0.09999884126487527, 0.39999536505950106, 1.1999860951785033, 3.1999629204760085, 5.0, 6.0]","[303, 303, 303, 303, 303]",constant,5,<class 'torch.nn.modules.activation.LeakyReLU'>,0.2,<class 'torch.optim.adamw.AdamW'>,0.0031846801084460994,0.001,,32,False,kaiming_normal,exponential,{'gamma': 0.95},1370125,"[0.687346287688126, 0.677313840016291, 0.6703392306180845, 0.6612994533528597, 0.697537110160728, 0.908639234130589]","[0.5633545770567787, 0.5764194669756663, 0.5920987833140209, 0.6117649188876014, 0.6163109349833722, 0.618138839642646]","[0.6729883582815064, 0.6681834484057776, 0.6549203823357064, 0.6438251907547938, 0.6504863052859245, 0.6472162298649417]","[0.5564645083543834, 0.5952005747259623, 0.6067298556232764, 0.6301592083613358, 0.6292322310027577, 0.6246900419457255]",[],[],1.0,0.5722728456875159,0.0,False,0.011563647490192808,0.0006727760187721882,0.021132766332182418,0.618138839642646,0.908639234130589,0.6246900419457255,0.6472162298649417
63,256,"[34520, 69040, 138080, 276160, 552320, 690408, 690408]",6,"[0.09999884126487527, 0.39999536505950106, 1.1999860951785033, 3.1999629204760085, 5.0, 6.0]","[219, 219, 219, 219, 219, 219, 219, 219, 219, 219, 219, 219, 219, 219, 219]",constant,15,<class 'torch.nn.modules.activation.ReLU'>,0.1,<class 'torch.optim.adamw.AdamW'>,0.00019519400208072902,0.001,,256,False,kaiming_normal,exponential,{'gamma': 0.99},889875,"[0.7022043797536078, 0.6823743455379614, 0.6722411478518887, 0.6662145783561406, 0.6619204769475597, 0.6548543192569773]","[0.5328505214368482, 0.5565324449594438, 0.5784979721900347, 0.5922907010428737, 0.5992514571094194, 0.6087994345372592]","[0.6862949766772047, 0.6685682828519018, 0.6700531874414982, 0.6613321226249992, 0.6567754226762343, 0.6522843834243338]","[0.5571365669393525, 0.5837060554795949, 0.595235336376909, 0.6010868809529327, 0.6112025213784154, 0.6187573868508262]",[],[],1.0,0.5719638928641693,0.0,False,0.010444204713458772,0.0004039759220355165,0.029083914625385177,0.6087994345372592,0.6548543192569773,0.6187573868508262,0.6522843834243338
112,256,"[34520, 69040, 138080, 276160, 552320, 690408, 690408]",6,"[0.09999884126487527, 0.39999536505950106, 1.1999860951785033, 3.1999629204760085, 5.0, 6.0]","[91, 114, 164, 252, 383, 411, 443, 465, 467]",triangular,9,<class 'torch.nn.modules.activation.ReLU'>,0.1,<class 'torch.optim.adam.Adam'>,0.0010903746635680981,0.001,,256,True,xavier_normal,step,"{'step_size': 30, 'gamma': 0.9}",1582000,"[0.6761064292657969, 0.6699884795507164, 0.6679335680787009, 0.665090278885732, 0.651743204078067, 0.6414528587552617]","[0.5646871378910776, 0.5819235225955968, 0.5901433951332561, 0.5957198725376593, 0.6167570480063962, 0.6316612785483366]","[0.6678220517668331, 0.6654364957637835, 0.6632116914046868, 0.6588419054005448, 0.6393440364382391, 0.6357189127004939]","[0.5820838451020833, 0.5927209102917661, 0.599348798405599, 0.6026743296794976, 0.6328706171351764, 0.6386989872772357]",[],[],1.0,0.5717069436396989,0.0,False,0.009595784924776161,0.00042820880069275,0.036759287154411235,0.6316612785483366,0.6414528587552617,0.6386989872772357,0.6357189127004939
88,512,"[34520, 69040, 138080, 276160, 552320, 690408, 690408]",6,"[0.09999884126487527, 0.39999536505950106, 1.1999860951785033, 3.1999629204760085, 5.0, 6.0]","[240, 240, 240]",constant,3,<class 'torch.nn.modules.activation.LeakyReLU'>,0.2,<class 'torch.optim.sgd.SGD'>,0.09539319832411916,1e-05,0.95,512,True,xavier_uniform,cosine,{'T_max': 10},1243000,"[0.6900303951972881, 0.6679253298189245, 0.6632507702566658, 0.6568690144587502, 0.6466836488258936, 0.6401612224887555]","[0.5568076477404403, 0.5873986095017382, 0.5967699884125145, 0.6069561123986095, 0.6218902446089848, 0.6295581742969375]","[0.6685095280571163, 0.6635694843073857, 0.6564107648713191, 0.6445242063252885, 0.6346442878034968, 0.6327827281215503]","[0.5847836666589419, 0.5958958077448958, 0.6076800074158188, 0.6203564227943732, 0.6376329633148711, 0.6397534240226183]",[],[],1.0,0.5716247222096041,0.0,False,0.009316906197940662,0.00041378692113329553,0.030483650436838094,0.6295581742969375,0.6401612224887555,0.6397534240226183,0.6327827281215503
93,256,"[34520, 69040, 138080, 276160, 552320, 690408, 690408]",6,"[0.09999884126487527, 0.39999536505950106, 1.1999860951785033, 3.1999629204760085, 5.0, 6.0]","[451, 324, 273, 256, 186, 93, 60, 60, 93, 186, 256, 273, 324, 451]",hourglass,13,<class 'torch.nn.modules.activation.Tanh'>,0.3,<class 'torch.optim.adamw.AdamW'>,0.0007278477774174252,1e-05,,256,True,xavier_uniform,exponential,{'gamma': 0.9},1313625,"[0.6892314045067319, 0.6770501960194125, 0.6732653156630825, 0.6713509831340122, 0.6670905507845356, 0.6514106270641227]","[0.5533314020857474, 0.5683951332560835, 0.5779185979142526, 0.5812137891077637, 0.5920093625798079, 0.6150681915620908]","[0.6869926435549989, 0.6770708629373399, 0.6702943933302662, 0.6649499296277332, 0.644519542909321, 0.6409128414242213]","[0.5825589209983546, 0.5799402099603718, 0.59076267062177, 0.5941693124145443, 0.6270074853421705, 0.6281082709554819]",[],[],1.0,0.5711480254017876,0.0,False,0.007720227290072678,0.000390718275694958,0.033220551088039674,0.6150681915620908,0.6514106270641227,0.6281082709554819,0.6409128414242213
94,512,"[34520, 69040, 138080, 276160, 552320, 690408, 690408]",6,"[0.09999884126487527, 0.39999536505950106, 1.1999860951785033, 3.1999629204760085, 5.0, 6.0]","[271, 271, 271, 271]",constant,4,<class 'torch.nn.modules.activation.ReLU'>,0.1,<class 'torch.optim.adam.Adam'>,0.04201860993005906,1e-05,,512,False,xavier_normal,step,"{'step_size': 5, 'gamma': 0.1}",1327750,"[1.731616234931305, 0.6718887753309822, 0.6664369256167672, 0.6633967733466059, 0.6588647238530076, 0.6558008863585273]","[0.5536790266512167, 0.5798088064889919, 0.5870002896871379, 0.5942750579374276, 0.6027479403483158, 0.6117947648347064]","[0.6747377868743045, 0.6609230792353082, 0.6583891712426614, 0.651157480564342, 0.6476459212423169, 0.6402237461794598]","[0.5833236773191814, 0.597599128641283, 0.6043892377928669, 0.609232694491437, 0.6013186252925772, 0.6266946304836505]",[],[],1.0,0.5710593662536508,0.0,False,0.007351007567220062,0.00016965058850379193,0.027521957776181383,0.6117947648347064,0.6558008863585273,0.6266946304836505,0.6402237461794598
