id,batch_size,n_instances,epochs_trained,efforts,arch_hidden_layers,arch_shape,arch_depth,arch_activation_fn,arch_dropout_rate,arch_optimizer_type,arch_learning_rate,arch_weight_decay,arch_momentum,arch_batch_size,arch_use_skip_connections,arch_initializer,arch_lr_scheduler,arch_scheduler_params,arch_seed,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,forecasted_val_acc,score,forecast_gain,fcst_greater_than_baseline,slope_val_acc,var_val_acc,gap_val_acc,last_train_acc,last_train_loss,last_val_acc,last_val_loss
148,512,"[3125, 6250, 12500, 25000, 50000, 62516, 62516, 62516, 62516, 62516]",9,"[0.0999744065519227, 0.3998976262076908, 1.1996928786230725, 3.1991810096615265, 5.0, 6.0, 7.0, 8.0, 9.0]","[478, 404, 359, 350, 320, 300, 60, 60, 93, 186, 256, 273, 324, 451]",mutated,13,<class 'torch.nn.modules.activation.Sigmoid'>,0.3,<class 'torch.optim.adamw.AdamW'>,0.017698142123513422,1e-05,,512,False,xavier_uniform,exponential,"{'gamma': 0.9, 'T_max': 50}",1426625,"[1.7768154384613037, 0.7055000218200683, 0.5682090766143799, 0.5556761595535278, 0.5534904523601809, 0.5539365461546306, 0.5544310490708562, 0.5545170461195613, 0.5543800589371508]","[0.66848, 0.6936, 0.75968, 0.75972, 0.7597095143643228, 0.7597095143643228, 0.7597095143643228, 0.7597095143643228, 0.7597095143643228]","[1.2133498221273538, 0.6197099482105546, 0.5504899912283197, 0.5511091389643864, 0.551406132381693, 0.5542407588705526, 0.5574048800035234, 0.556211493263928, 0.5556085846016824]","[0.2381317978246961, 0.7618682021753039, 0.7618682021753039, 0.7618682021753039, 0.7618682021753039, 0.7618682021753039, 0.7618682021753039, 0.7618682021753039, 0.7618682021753039]",[],[],1.0,0.5416415449204245,0.0,False,0.058846617782331585,0.027091340369590457,0.06546705054382607,0.7597095143643228,0.5543800589371508,0.7618682021753039,0.5556085846016824
120,512,"[3125, 6250, 12500, 25000, 50000, 62516, 62516, 62516, 62516, 62516, 62516]",10,"[0.0999744065519227, 0.3998976262076908, 1.1996928786230725, 3.1991810096615265, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0]","[472, 462, 308, 299, 283, 146, 92, 60, 57, 32, 31]",pyramid,11,<class 'torch.nn.modules.activation.LeakyReLU'>,0.0,<class 'torch.optim.sgd.SGD'>,0.0025703086953117703,0.01,0.95,512,True,xavier_uniform,none,{},1695000,"[0.7559319860649109, 0.7032039894294739, 0.5989018177986145, 0.5519533599281311, 0.5515013712672417, 0.551216243751768, 0.5512001408604058, 0.5512317470003436, 0.5512645820699076, 0.5512988654190721]","[0.24032, 0.42032, 0.75968, 0.75972, 0.7597095143643228, 0.7597095143643228, 0.7597095143643228, 0.7597095143643228, 0.7597095143643228, 0.7597095143643228]","[0.7392488240738061, 0.6530439757492325, 0.5587672988955058, 0.5491456571024957, 0.5486870784105129, 0.5487639607905731, 0.5487505395978365, 0.5487930032891184, 0.5488232299866619, 0.5488711716956385]","[0.2381317978246961, 0.7618682021753039, 0.7618682021753039, 0.7618682021753039, 0.7618682021753039, 0.7618682021753039, 0.7618682021753039, 0.7618682021753039, 0.7618682021753039, 0.7618682021753039]",[],[],1.0,0.5400987543343064,0.0,False,0.052902530342671145,0.02468698391178931,0.058192933816734294,0.7597095143643228,0.5512988654190721,0.7618682021753039,0.5488711716956385
111,1024,"[3125, 6250, 12500, 25000, 50000, 62516, 62516, 62516, 62516, 62516, 62516]",10,"[0.0999744065519227, 0.3998976262076908, 1.1996928786230725, 3.1991810096615265, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0]","[496, 470, 453, 443, 433, 428, 369, 357, 305, 291, 245, 231, 224, 204, 195, 172, 123, 121, 113, 91, 87, 78, 58, 49, 36, 49, 58, 78, 87, 91, 113, 121, 123, 172, 195, 204, 224, 231, 245, 291, 305, 357, 369, 428, 433, 443, 453, 470, 496]",hourglass,48,<class 'torch.nn.modules.activation.Tanh'>,0.2,<class 'torch.optim.adam.Adam'>,0.01946348529944588,0.0001,,1024,True,xavier_normal,step,"{'step_size': 10, 'gamma': 0.9}",1567875,"[1.1712734991455078, 3.947451950378418, 2.0716472026824952, 0.8131692562103271, 0.6078581602912511, 0.5741027145080949, 0.5647169641534963, 0.5635020340943536, 0.5586907701991449, 0.5545337036708715]","[0.6064, 0.39392, 0.53512, 0.6106, 0.7318766395802675, 0.7561264316335018, 0.7590376863522938, 0.7584298419604582, 0.7594535798835498, 0.7597095143643228]","[4.604645595684771, 4.586500202564574, 1.6804856474706171, 0.5522111973850985, 0.5522843437780575, 0.547253545216849, 0.5719858201893948, 0.5504337195318934, 0.555074376718249, 0.5507316250871255]","[0.2381317978246961, 0.3511196417146513, 0.37722328854766474, 0.7618682021753039, 0.7618682021753039, 0.7618682021753039, 0.7618682021753039, 0.7618682021753039, 0.7618682021753039, 0.7618682021753039]",[],[],1.0,0.5383978972542535,0.0,False,0.052902530342671145,0.041695554712319324,0.14656998649321107,0.7597095143643228,0.5545337036708715,0.7618682021753039,0.5507316250871255
129,512,"[3125, 6250, 12500, 25000, 50000, 62516, 62516, 62516, 62516, 62516, 62516]",10,"[0.0999744065519227, 0.3998976262076908, 1.1996928786230725, 3.1991810096615265, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0]","[13, 14, 20, 48, 50, 51, 55, 63, 74, 89, 93, 113, 134, 146, 153, 208, 214, 215, 225, 225, 237, 238, 249, 257, 281, 285, 304, 310, 336, 337, 349, 350, 350, 354, 356, 368, 380, 393, 402, 412, 423, 432, 442, 459, 490, 495, 499, 499]",triangular,48,<class 'torch.nn.modules.activation.Tanh'>,0.3,<class 'torch.optim.adamw.AdamW'>,0.09990449989134353,0.001,,512,True,kaiming_normal,none,{},1822125,"[11.157361753845215, 8.337094440307617, 8.842845730895997, 1.601095911026001, 1.9620931380403286, 1.465257565320297, 1.8510788985517266, 1.8001052003514249, 1.2190981980698512, 1.3827942123728252]","[0.51936, 0.54912, 0.53728, 0.69832, 0.631966216648538, 0.6461065967112419, 0.6298227653720647, 0.6473862691151065, 0.6589992961801778, 0.6412118497664598]","[6.426118512620395, 12.51069838376817, 0.785684978885675, 2.3592264072298623, 0.6160992872768385, 1.583634023245374, 2.3056166007895538, 0.7895562276196495, 2.4027893208267592, 0.6074959032137426]","[0.33371721049264236, 0.34830454254638515, 0.7618682021753039, 0.7529110684580934, 0.7618682021753039, 0.7618682021753039, 0.7529110684580934, 0.7618682021753039, 0.7529110684580934, 0.7618682021753039]",[],[],1.0,0.5368794856577112,0.0,False,0.04324746311423837,0.027914468992443216,0.09650956138480138,0.6412118497664598,1.3827942123728252,0.7618682021753039,0.6074959032137426
145,512,"[3125, 6250, 12500, 25000, 50000, 62516, 62516, 62516, 62516, 62516]",9,"[0.0999744065519227, 0.3998976262076908, 1.1996928786230725, 3.1991810096615265, 5.0, 6.0, 7.0, 8.0, 9.0]","[497, 485, 478, 422, 417, 411, 324, 312, 186, 70, 49, 70, 186, 312, 27, 27, 82, 85, 125, 146, 255, 264, 276, 309, 345, 405, 426, 459, 467, 477, 32]",mutated,20,<class 'torch.nn.modules.activation.Tanh'>,0.4,<class 'torch.optim.rmsprop.RMSprop'>,0.07453802798585066,0.01,,512,True,xavier_normal,cosine,"{'gamma': 0.1, 'step_size': 20, 'T_max': 50}",1680875,"[4.7005024840545655, 1.2878836153411866, 1.1806148533821106, 0.9050205397033692, 0.5517952976433358, 0.5518676256926017, 0.5519912555862414, 0.5521495190888054, 0.5523014496769967]","[0.51488, 0.70336, 0.6516, 0.70772, 0.7597095143643228, 0.7597095143643228, 0.7597095143643228, 0.7597095143643228, 0.7597095143643228]","[3.8650874499396033, 0.7294114374687332, 1.715604712150071, 0.5490066458076067, 0.5495184450178519, 0.5500299950097511, 0.5508747868444854, 0.5517921386433197, 0.552448759030167]","[0.5805502239283429, 0.7373000639795265, 0.4212412028150992, 0.7618682021753039, 0.7618682021753039, 0.7618682021753039, 0.7618682021753039, 0.7618682021753039, 0.7618682021753039]",[],[],1.0,0.5315160705878388,0.0,False,0.0203727479593364,0.012924474226461004,0.0683141394753678,0.7597095143643228,0.5523014496769967,0.7618682021753039,0.552448759030167
122,512,"[3125, 6250, 12500, 25000, 50000, 62516, 62516, 62516, 62516, 62516, 62516]",10,"[0.0999744065519227, 0.3998976262076908, 1.1996928786230725, 3.1991810096615265, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0]","[497, 492, 473, 468, 455, 443, 413, 408, 363, 344, 271, 269, 261, 242, 233, 200, 197, 197, 181, 173, 126, 65, 37, 31, 14, 31, 37, 65, 126, 173, 181, 197, 197, 200, 233, 242, 261, 269, 271, 344, 363, 408, 413, 443, 455, 468, 473, 492, 497]",hourglass,48,<class 'torch.nn.modules.activation.Tanh'>,0.0,<class 'torch.optim.sgd.SGD'>,0.0005469039341950534,1e-05,0.9,512,False,kaiming_normal,none,{},1723250,"[0.6288476630592347, 0.541702533454895, 0.44842334861755373, 0.39985636735916136, 0.36791683094951055, 0.3523529364822602, 0.33313050522510756, 0.31351490875101723, 0.3010129773646919, 0.28781288818132245]","[0.66016, 0.7336, 0.78008, 0.81088, 0.8298035702860068, 0.8370977029880351, 0.8457034999040246, 0.8536054769978886, 0.8604517243585642, 0.8678418324908823]","[0.5945890759628549, 0.5014585834699644, 0.4293517541709956, 0.39760452389183215, 0.38248703739464623, 0.3762039058878112, 0.37407556348554766, 0.3734067996953133, 0.37751055841482534, 0.38327821702890036]","[0.6966090850927703, 0.7530390275111964, 0.7951375559820857, 0.8144593730006398, 0.8273832373640435, 0.8252079334612924, 0.8286628278950736, 0.8261036468330134, 0.8284069097888676, 0.8269993602047345]",[],[],1.0,0.5304728693731013,0.0,False,0.013170700810941098,0.0017503449286503433,0.02755384943484762,0.8678418324908823,0.28781288818132245,0.8269993602047345,0.38327821702890036
182,256,"[3125, 6250, 12500, 25000, 50000, 62516, 62516, 62516]",7,"[0.0999744065519227, 0.3998976262076908, 1.1996928786230725, 3.1991810096615265, 5.0, 6.0, 7.0]","[495, 400, 213, 163, 105, 41, 18]",pyramid,7,<class 'torch.nn.modules.activation.LeakyReLU'>,0.2,<class 'torch.optim.adam.Adam'>,0.0007759510919862535,0.0,,256,True,kaiming_uniform,none,{},14155,"[0.558553621263504, 0.44934663892745974, 0.4027243916606903, 0.37139379064559935, 0.3512980019480278, 0.3186239570901737, 0.2899888478959848]","[0.75296, 0.76864, 0.8044, 0.82624, 0.8376095719495809, 0.8505662550387101, 0.8616994049523322]","[0.4426400762525645, 0.39400005421040535, 0.35452630221271697, 0.3360751588414742, 0.3239601405629422, 0.3252721618782307, 0.3342787737619091]","[0.764043506078055, 0.817658349328215, 0.8310940499040307, 0.8441458733205375, 0.8487523992322457, 0.8497760716570697, 0.8465770953294945]",[],[],1.0,0.5302034916833536,0.0,False,0.011961345379618491,0.0008160555321606358,0.020665387076135522,0.8616994049523322,0.2899888478959848,0.8465770953294945,0.3342787737619091
220,256,"[3125, 6250, 12500, 25000, 50000, 62516, 62516]",6,"[0.0999744065519227, 0.3998976262076908, 1.1996928786230725, 3.1991810096615265, 5.0, 6.0]","[136, 136, 136, 136, 395, 395, 395]",mutated,22,<class 'torch.nn.modules.activation.GELU'>,0.1,<class 'torch.optim.rmsprop.RMSprop'>,0.00011756031826745135,1e-06,,256,False,xavier_normal,exponential,"{'gamma': 0.95, 'T_max': 10}",1793875,"[0.5424022357082366, 0.40583965337753297, 0.38203870411872864, 0.3604532084465027, 0.34809100767481355, 0.3402586600145731]","[0.76576, 0.80512, 0.81976, 0.83076, 0.835114210762045, 0.8385373344423828]","[0.42867231079957, 0.3777372227787438, 0.36148632121101376, 0.3426263650258382, 0.33458920916302876, 0.33128508634850984]","[0.7863083813179782, 0.8277671145233525, 0.836852207293666, 0.8437619961612284, 0.8418426103646833, 0.8433781190019194]",[],[],1.0,0.5295573736243059,0.0,False,0.009672794936231563,0.0004115847924754227,0.016071657069737677,0.8385373344423828,0.3402586600145731,0.8433781190019194,0.33128508634850984
112,256,"[3125, 6250, 12500, 25000, 50000, 62516, 62516, 62516, 62516, 62516, 62516]",10,"[0.0999744065519227, 0.3998976262076908, 1.1996928786230725, 3.1991810096615265, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0]","[91, 114, 164, 252, 383, 411, 443, 465, 467]",triangular,9,<class 'torch.nn.modules.activation.ReLU'>,0.1,<class 'torch.optim.adam.Adam'>,0.0010903746635680981,0.001,,256,True,xavier_normal,step,"{'step_size': 30, 'gamma': 0.9}",1582000,"[0.5353450263500213, 0.4165720200443268, 0.36977526003837585, 0.34737484537124635, 0.3371142491786934, 0.32745235751160917, 0.3215071978633254, 0.31648822654684855, 0.31248074811924687, 0.30859503849232006]","[0.75776, 0.78384, 0.83072, 0.84072, 0.8430161878559089, 0.8486467464329132, 0.8504382877983236, 0.8529976326060529, 0.8554290101733956, 0.8571885597287094]","[0.4457935860121929, 0.3790364602553257, 0.3484348503733322, 0.33643924275118803, 0.3292721878200941, 0.3306267256509472, 0.3302494749074095, 0.3296815287052479, 0.32985754360087927, 0.3310183155673937]","[0.7618682021753039, 0.8150991682661548, 0.8424824056301984, 0.8446577095329495, 0.8484964811260397, 0.8501599488163788, 0.8495201535508637, 0.8482405630198336, 0.8476007677543186, 0.8473448496481126]",[],[],1.0,0.529216889670879,0.0,False,0.008633982474689548,0.0006999869421183815,0.013108694106774732,0.8571885597287094,0.30859503849232006,0.8473448496481126,0.3310183155673937
98,1024,"[3125, 6250, 12500, 25000, 50000, 62516, 62516, 62516, 62516, 62516, 62516]",10,"[0.0999744065519227, 0.3998976262076908, 1.1996928786230725, 3.1991810096615265, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0]","[226, 67, 219, 390, 407, 371, 389, 170]",irregular,8,<class 'torch.nn.modules.activation.GELU'>,0.1,<class 'torch.optim.adam.Adam'>,0.000176288272689359,0.0001,,1024,True,xavier_uniform,step,"{'step_size': 5, 'gamma': 0.1}",1384250,"[0.6720980150222778, 0.6511830516242981, 0.5922922805595398, 0.47033200088500976, 0.3994437615086871, 0.37767079404848264, 0.3626217030580369, 0.34930669266192577, 0.3400981959053968, 0.3341426227919405]","[0.75968, 0.75968, 0.75968, 0.7662, 0.8128799027448973, 0.8222215112931089, 0.829291701324461, 0.8350822189519483, 0.8394650969351846, 0.84234435984388]","[0.6607178372979851, 0.6312909694108456, 0.5226313387440018, 0.41908505425877246, 0.37940199819422654, 0.3643454478325481, 0.3489986057931311, 0.33748131278075244, 0.3323186411662355, 0.32944236126223664]","[0.7618682021753039, 0.7618682021753039, 0.7618682021753039, 0.8066538707613564, 0.8264875239923225, 0.8340371081253999, 0.8390275111964172, 0.8444017914267434, 0.8467050543825976, 0.8488803582853487]",[],[],1.0,0.5292074714070398,0.0,False,0.008789083956270795,0.0012594740252536967,0.03966730646193206,0.84234435984388,0.3341426227919405,0.8488803582853487,0.32944236126223664
