id,batch_size,n_instances,epochs_trained,efforts,arch_hidden_layers,arch_shape,arch_depth,arch_activation_fn,arch_dropout_rate,arch_optimizer_type,arch_learning_rate,arch_weight_decay,arch_momentum,arch_batch_size,arch_use_skip_connections,arch_initializer,arch_lr_scheduler,arch_scheduler_params,arch_seed,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,forecasted_val_acc,score,forecast_gain,fcst_greater_than_baseline,last_train_acc,last_train_loss,last_val_acc,last_val_loss,slope_val_acc,var_val_acc,gap_val_acc
0,512,"[34520, 69040]",1,[0.09999884126487527],"[498, 497, 473, 427, 404, 301, 264, 251, 247, 210, 186, 158, 135, 23, 135, 158, 186, 210, 247, 251, 264, 301, 404, 427, 473, 497, 498]",hourglass,26,<class 'torch.nn.modules.activation.LeakyReLU'>,0.4,<class 'torch.optim.sgd.SGD'>,0.0007006700163436125,0.0,0.95,512,True,kaiming_uniform,step,"{'step_size': 5, 'gamma': 0.9}",0,[39.951696547834786],[0.5206257242178447],[0.7018166429330536],[0.4436166021644921],[],[],0.0,0.0,0.0,False,0.5206257242178447,39.951696547834786,0.4436166021644921,0.7018166429330536,,,
1,128,"[34520, 69040]",1,[0.09999884126487527],"[401, 327, 106, 84, 59, 84, 106, 327, 401]",hourglass,8,<class 'torch.nn.modules.activation.ELU'>,0.0,<class 'torch.optim.sgd.SGD'>,0.00022804422768927732,0.001,0.8,128,True,xavier_uniform,exponential,{'gamma': 0.9},14125,[0.6834661981321846],[0.5593858632676709],[0.6808858718472266],[0.5603578132604111],[],[],0.0,0.0,0.0,False,0.5593858632676709,0.6834661981321846,0.5603578132604111,0.6808858718472266,,,
3,1024,"[34520, 69040]",1,[0.09999884126487527],"[475, 471, 465, 458, 449, 436, 431, 404, 400, 393, 388, 380, 364, 361, 354, 354, 311, 290, 274, 263, 237, 234, 222, 215, 215, 198, 193, 178, 176, 173, 166, 163, 157, 137, 123, 89, 86, 79, 56, 55, 26, 14, 6]",pyramid,43,<class 'torch.nn.modules.activation.Sigmoid'>,0.3,<class 'torch.optim.adam.Adam'>,0.00010101000575158582,1e-05,,1024,False,xavier_uniform,none,{},42375,[0.7679785952645409],[0.4544611819235226],[0.7480492426764468],[0.4436166021644921],[],[],0.0,0.0,0.0,False,0.4544611819235226,0.7679785952645409,0.4436166021644921,0.7480492426764468,,,
4,64,"[34520, 69040]",1,[0.09999884126487527],"[493, 415, 350, 337, 336, 310, 213, 150, 133, 113, 52, 44, 32]",pyramid,13,<class 'torch.nn.modules.activation.Tanh'>,0.5,<class 'torch.optim.sgd.SGD'>,0.002942826324564349,0.01,0.9,64,False,kaiming_normal,exponential,{'gamma': 0.9},56500,[0.6920771343959441],[0.5453070683661645],[0.682610300554936],[0.5563833978355078],[],[],0.0,0.0,0.0,False,0.5453070683661645,0.6920771343959441,0.5563833978355078,0.682610300554936,,,
6,1024,"[34520, 69040]",1,[0.09999884126487527],"[284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284]",constant,43,<class 'torch.nn.modules.activation.LeakyReLU'>,0.4,<class 'torch.optim.rmsprop.RMSprop'>,0.0001431923924022744,0.01,,1024,True,xavier_uniform,exponential,{'gamma': 0.99},84750,[6323605.628331402],[0.5185979142526072],[0.8138682258197909],[0.4857013742439341],[],[],0.0,0.0,0.0,False,0.5185979142526072,6323605.628331402,0.4857013742439341,0.8138682258197909,,,
7,256,"[34520, 69040]",1,[0.09999884126487527],"[495, 466, 398, 385, 365, 361, 287, 251, 232, 221, 142, 140, 139, 126, 117, 64, 52, 26, 25]",pyramid,19,<class 'torch.nn.modules.activation.Sigmoid'>,0.0,<class 'torch.optim.adam.Adam'>,0.017655959009564064,1e-05,,256,True,xavier_normal,step,"{'step_size': 30, 'gamma': 0.9}",98875,[0.6897355328153211],[0.5540556199304751],[0.6869019895162823],[0.5563833978355078],[],[],0.0,0.0,0.0,False,0.5540556199304751,0.6897355328153211,0.5563833978355078,0.6869019895162823,,,
8,32,"[34520, 69040]",1,[0.09999884126487527],"[498, 493, 440, 425, 353, 305, 265, 263, 219, 217, 206, 187, 184, 152, 145, 129, 104, 100, 91, 55, 52, 52, 55, 91, 100, 104, 129, 145, 152, 184, 187, 206, 217, 219, 263, 265, 305, 353, 425, 440, 493, 498]",hourglass,41,<class 'torch.nn.modules.activation.ELU'>,0.4,<class 'torch.optim.adamw.AdamW'>,0.03854894607456365,0.001,,32,True,xavier_normal,none,{},113000,[nan],[0.548406720741599],[nan],[0.5563833978355078],[],[],0.0,0.0,0.0,False,0.548406720741599,,0.5563833978355078,,,,
9,512,"[34520, 69040]",1,[0.09999884126487527],"[434, 397, 389, 388, 369, 357, 345, 311, 285, 282, 250, 198, 168, 167, 144, 142, 140, 136, 133, 124, 119, 113, 80, 45, 3]",pyramid,25,<class 'torch.nn.modules.activation.GELU'>,0.4,<class 'torch.optim.rmsprop.RMSprop'>,0.0007443695643739327,0.001,,512,True,xavier_normal,none,{},127125,[0.6884856367442727],[0.5547508690614137],[0.6868682135928091],[0.5563833978355078],[],[],0.0,0.0,0.0,False,0.5547508690614137,0.6884856367442727,0.5563833978355078,0.6868682135928091,,,
10,32,"[34520, 69040]",1,[0.09999884126487527],"[20, 44, 130, 152, 161, 168, 193, 201, 206, 226, 250, 264, 267, 269, 276, 292, 294, 295, 296, 298, 314, 322, 339, 345, 346, 346, 347, 380, 404, 407, 430, 463, 480]",inv_pyramid,33,<class 'torch.nn.modules.activation.GELU'>,0.2,<class 'torch.optim.rmsprop.RMSprop'>,0.00023683339213158132,0.0001,,32,True,kaiming_uniform,step,"{'step_size': 30, 'gamma': 0.5}",141250,[0.8271693010181016],[0.544090382387022],[0.686805883437904],[0.5563833978355078],[],[],0.0,0.0,0.0,False,0.544090382387022,0.8271693010181016,0.5563833978355078,0.686805883437904,,,
11,512,"[34520, 69040]",1,[0.09999884126487527],"[491, 483, 476, 469, 454, 437, 434, 431, 430, 418, 390, 382, 382, 381, 376, 375, 374, 363, 359, 336, 305, 276, 269, 267, 257, 255, 249, 235, 233, 215, 214, 193, 177, 172, 164, 140, 135, 134, 115, 114, 92, 85, 72, 61, 52, 22, 22, 17, 13]",pyramid,49,<class 'torch.nn.modules.activation.ELU'>,0.3,<class 'torch.optim.rmsprop.RMSprop'>,0.05866827312201596,0.0,,512,False,kaiming_uniform,step,"{'step_size': 20, 'gamma': 0.5}",155375,[nan],[0.5547798377752028],[nan],[0.5563833978355078],[],[],0.0,0.0,0.0,False,0.5547798377752028,,0.5563833978355078,,,,
