id,batch_size,n_instances,epochs_trained,efforts,arch_hidden_layers,arch_shape,arch_depth,arch_activation_fn,arch_dropout_rate,arch_optimizer_type,arch_learning_rate,arch_weight_decay,arch_momentum,arch_batch_size,arch_use_skip_connections,arch_initializer,arch_lr_scheduler,arch_scheduler_params,arch_seed,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,forecasted_val_acc,score,forecast_gain,fcst_greater_than_baseline,last_train_acc,last_train_loss,last_val_acc,last_val_loss,slope_val_acc,var_val_acc,gap_val_acc
0,512,"[204, 408]",1,[0.09980430528375733],"[498, 497, 473, 427, 404, 301, 264, 251, 247, 210, 186, 158, 135, 23, 135, 158, 186, 210, 247, 251, 264, 301, 404, 427, 473, 497, 498]",hourglass,26,<class 'torch.nn.modules.activation.LeakyReLU'>,0.4,<class 'torch.optim.sgd.SGD'>,0.0007006700163436125,0.0,0.95,512,True,kaiming_uniform,step,"{'step_size': 5, 'gamma': 0.9}",0,[235.66029357910156],[0.5098039215686274],[4.64511251449585],[0.474609375],[],[],0.0,0.0,0.0,False,0.5098039215686274,235.66029357910156,0.474609375,4.64511251449585,,,
1,128,"[204, 408]",1,[0.09980430528375733],"[401, 327, 106, 84, 59, 84, 106, 327, 401]",hourglass,8,<class 'torch.nn.modules.activation.ELU'>,0.0,<class 'torch.optim.sgd.SGD'>,0.00022804422768927732,0.001,0.8,128,True,xavier_uniform,exponential,{'gamma': 0.9},14125,[0.6973839495696273],[0.49019607843137253],[0.6937880665063858],[0.515625],[],[],0.0,0.0,0.0,False,0.49019607843137253,0.6973839495696273,0.515625,0.6937880665063858,,,
2,32,"[204, 408]",1,[0.09980430528375733],"[229, 213, 35, 35, 213, 229]",hourglass,5,<class 'torch.nn.modules.activation.Sigmoid'>,0.3,<class 'torch.optim.adamw.AdamW'>,0.0024225309839579216,0.0,,32,False,kaiming_normal,none,{},28250,[0.7648510839424881],[0.46568627450980393],[0.72264414280653],[0.474609375],[],[],0.0,0.0,0.0,False,0.46568627450980393,0.7648510839424881,0.474609375,0.72264414280653,,,
3,1024,"[204, 408]",1,[0.09980430528375733],"[475, 471, 465, 458, 449, 436, 431, 404, 400, 393, 388, 380, 364, 361, 354, 354, 311, 290, 274, 263, 237, 234, 222, 215, 215, 198, 193, 178, 176, 173, 166, 163, 157, 137, 123, 89, 86, 79, 56, 55, 26, 14, 6]",pyramid,43,<class 'torch.nn.modules.activation.Sigmoid'>,0.3,<class 'torch.optim.adam.Adam'>,0.00010101000575158582,1e-05,,1024,False,xavier_uniform,none,{},42375,[0.6858080625534058],[0.5833333333333334],[0.692087709903717],[0.525390625],[],[],0.0,0.0,0.0,False,0.5833333333333334,0.6858080625534058,0.525390625,0.692087709903717,,,
4,64,"[204, 408]",1,[0.09980430528375733],"[493, 415, 350, 337, 336, 310, 213, 150, 133, 113, 52, 44, 32]",pyramid,13,<class 'torch.nn.modules.activation.Tanh'>,0.5,<class 'torch.optim.sgd.SGD'>,0.002942826324564349,0.01,0.9,64,False,kaiming_normal,exponential,{'gamma': 0.9},56500,[0.7680799037802453],[0.5294117647058824],[0.7358312234282494],[0.48046875],[],[],0.0,0.0,0.0,False,0.5294117647058824,0.7680799037802453,0.48046875,0.7358312234282494,,,
5,256,"[204, 408]",1,[0.09980430528375733],"[439, 325, 194, 141, 98, 89, 61]",pyramid,7,<class 'torch.nn.modules.activation.ReLU'>,0.2,<class 'torch.optim.rmsprop.RMSprop'>,0.0067028957438755215,0.0,,256,False,kaiming_uniform,exponential,{'gamma': 0.9},70625,[0.7709250450134277],[0.5735294117647058],[1097.7217407226562],[0.525390625],[],[],0.0,0.0,0.0,False,0.5735294117647058,0.7709250450134277,0.525390625,1097.7217407226562,,,
6,1024,"[204, 408]",1,[0.09980430528375733],"[284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284]",constant,43,<class 'torch.nn.modules.activation.LeakyReLU'>,0.4,<class 'torch.optim.rmsprop.RMSprop'>,0.0001431923924022744,0.01,,1024,True,xavier_uniform,exponential,{'gamma': 0.99},84750,[180677584.0],[0.4362745098039216],[3398.206787109375],[0.474609375],[],[],0.0,0.0,0.0,False,0.4362745098039216,180677584.0,0.474609375,3398.206787109375,,,
7,256,"[204, 408]",1,[0.09980430528375733],"[495, 466, 398, 385, 365, 361, 287, 251, 232, 221, 142, 140, 139, 126, 117, 64, 52, 26, 25]",pyramid,19,<class 'torch.nn.modules.activation.Sigmoid'>,0.0,<class 'torch.optim.adam.Adam'>,0.017655959009564064,1e-05,,256,True,xavier_normal,step,"{'step_size': 30, 'gamma': 0.9}",98875,[0.7050918340682983],[0.5147058823529411],[0.7225560247898102],[0.474609375],[],[],0.0,0.0,0.0,False,0.5147058823529411,0.7050918340682983,0.474609375,0.7225560247898102,,,
8,32,"[204, 408]",1,[0.09980430528375733],"[498, 493, 440, 425, 353, 305, 265, 263, 219, 217, 206, 187, 184, 152, 145, 129, 104, 100, 91, 55, 52, 52, 55, 91, 100, 104, 129, 145, 152, 184, 187, 206, 217, 219, 263, 265, 305, 353, 425, 440, 493, 498]",hourglass,41,<class 'torch.nn.modules.activation.ELU'>,0.4,<class 'torch.optim.adamw.AdamW'>,0.03854894607456365,0.001,,32,True,xavier_normal,none,{},113000,[16759360.66292542],[0.5245098039215687],[2361.7194747924805],[0.474609375],[],[],0.0,0.0,0.0,False,0.5245098039215687,16759360.66292542,0.474609375,2361.7194747924805,,,
9,512,"[204, 408]",1,[0.09980430528375733],"[434, 397, 389, 388, 369, 357, 345, 311, 285, 282, 250, 198, 168, 167, 144, 142, 140, 136, 133, 124, 119, 113, 80, 45, 3]",pyramid,25,<class 'torch.nn.modules.activation.GELU'>,0.4,<class 'torch.optim.rmsprop.RMSprop'>,0.0007443695643739327,0.001,,512,True,xavier_normal,none,{},127125,[0.6934455633163452],[0.5049019607843137],[0.6929765939712524],[0.525390625],[],[],0.0,0.0,0.0,False,0.5049019607843137,0.6934455633163452,0.525390625,0.6929765939712524,,,
