id,batch_size,n_instances,epochs_trained,batches_trained,efforts,cumulative_effort,cumulative_times,arch_hidden_layers,arch_shape,arch_depth,arch_activation_fn,arch_dropout_rate,arch_optimizer_type,arch_learning_rate,arch_weight_decay,arch_momentum,arch_batch_size,arch_use_skip_connections,arch_initializer,arch_lr_scheduler,arch_scheduler_params,arch_rng_state,train_loss,train_acc,val_loss,val_acc,forecasted_val_acc,score,fcst_greater_than_baseline,wall_times_per_batch,epoch_batches,forecast_horizon_time,forecast_horizon_effort,forecast_CI_low,forecast_CI_high,last_train_acc,last_train_loss,last_val_acc,last_val_loss,total_epoch_time,avg_epoch_time
1,1024,"[64, 89, 124, 173, 242, 338]",5,5,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 2.0, 3.0, 4.0, 5.0]","[1.0, 2.0, 3.0, 4.0, 5.0]","[83, 86, 9, 82, 95, 28, 19, 10, 81, 95, 62, 63, 80, 3, 84, 92, 15, 99, 86, 31, 49, 82, 91]",irregular,23,<class 'torch.nn.modules.activation.ReLU'>,0.3,<class 'torch.optim.sgd.SGD'>,0.0283864657546653,0.001,0.9,1024,False,kaiming_normal,step,"{'step_size': 30, 'gamma': 0.9}",None,"[19.351102828979492, 1.9681150913238525, 4.317972660064697, 2.397034168243408, 1.6688514947891235]","[0.3125, 0.6966292262077332, 0.7016128897666931, 0.6936416029930115, 0.6735537052154541]","[0.695809006690979, 0.8083409070968628, 0.6689549684524536, 0.6138033866882324, 0.6822549700737]","[0.7, 0.7, 0.7, 0.7, 0.7]",0.6748679876787905,0.0,False,"[0.00793004035949707, 0.0060007572174072266, 0.006003141403198242, 0.0065042972564697266, 0.007508993148803711]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",255,255,0.3796996776052565,0.9700362977523245,0.6735537052154541,1.6688514947891235,0.7,0.6822549700737,0.0,0.0
2,512,"[64, 89, 124, 173, 242, 338]",5,5,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 2.0, 3.0, 4.0, 5.0]","[1.0, 2.0, 3.0, 4.0, 5.0]","[5, 27, 30, 33, 38, 40, 40, 41, 55, 65, 75, 79, 98, 100]",inv_pyramid,14,<class 'torch.nn.modules.activation.GELU'>,0.3,<class 'torch.optim.rmsprop.RMSprop'>,0.00022491049506993151,0.01,,512,True,xavier_uniform,cosine,{'T_max': 50},None,"[0.6637475490570068, 0.6572840809822083, 0.6549065113067627, 0.653808057308197, 0.6500079035758972]","[0.703125, 0.6966292262077332, 0.7016128897666931, 0.6994219422340393, 0.6983470916748047]","[0.6581836938858032, 0.6549522876739502, 0.652410626411438, 0.6502589583396912, 0.6483839750289917]","[0.7, 0.7, 0.7, 0.7, 0.7]",0.6748679876787905,0.0,False,"[0.004882335662841797, 0.004999876022338867, 0.003999233245849609, 0.006002187728881836, 0.0070002079010009766]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",255,255,0.3796996776052565,0.9700362977523245,0.6983470916748047,0.6500079035758972,0.7,0.6483839750289917,0.0,0.0
3,512,"[64, 89, 124, 173, 242, 338]",5,5,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 2.0, 3.0, 4.0, 5.0]","[1.0, 2.0, 3.0, 4.0, 5.0]","[57, 26, 56, 9, 8, 13, 75, 90, 34, 11, 10, 15, 96, 18, 67, 63, 47, 49, 74]",irregular,19,<class 'torch.nn.modules.activation.ELU'>,0.2,<class 'torch.optim.rmsprop.RMSprop'>,0.0065123789538270825,0.0,,512,False,xavier_normal,cosine,{'T_max': 100},None,"[0.7108027338981628, 1.0926117897033691, 2.967034339904785, 16.793699264526367, 2.7495744228363037]","[0.40625, 0.6629213690757751, 0.6854838728904724, 0.5317919254302979, 0.5041322112083435]","[0.7261484265327454, 4.052840232849121, 8.788321495056152, 0.7459031343460083, 1.4130659103393555]","[0.53125, 0.65625, 0.61875, 0.66875, 0.7125]",0.6629672556429607,0.0,False,"[0.007001161575317383, 0.005003213882446289, 0.0050008296966552734, 0.0060002803802490234, 0.007997751235961914]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",255,255,0.4164370261672278,0.9094974851186935,0.5041322112083435,2.7495744228363037,0.7125,1.4130659103393555,0.0,0.0
4,512,"[64, 89, 124, 173, 242, 338]",5,5,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 2.0, 3.0, 4.0, 5.0]","[1.0, 2.0, 3.0, 4.0, 5.0]","[95, 94, 93, 88, 80, 79, 78, 72, 67, 54, 54, 39, 33, 29, 18]",pyramid,15,<class 'torch.nn.modules.activation.ELU'>,0.3,<class 'torch.optim.rmsprop.RMSprop'>,0.00010115663745876392,1e-05,,512,True,xavier_uniform,exponential,{'gamma': 0.9},None,"[0.7751842141151428, 0.7967797517776489, 0.7687088847160339, 0.7100731134414673, 0.7526513934135437]","[0.515625, 0.516853928565979, 0.4838709533214569, 0.5375722646713257, 0.5289255976676941]","[0.6725025177001953, 0.6533636450767517, 0.6459931135177612, 0.6392055749893188, 0.634216845035553]","[0.63125, 0.69375, 0.70625, 0.7, 0.7]",0.6841483685820374,0.0,False,"[0.00599980354309082, 0.006000041961669922, 0.005999565124511719, 0.005999088287353516, 0.005999088287353516]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",255,255,0.3904968780165645,0.9777998591475103,0.5289255976676941,0.7526513934135437,0.7,0.634216845035553,0.0,0.0
5,512,"[64, 89, 124, 173, 242, 338]",5,5,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 2.0, 3.0, 4.0, 5.0]","[1.0, 2.0, 3.0, 4.0, 5.0]","[93, 92, 90, 83, 80, 75, 74, 69, 68, 61, 54, 51, 48, 44, 34, 33, 32, 29, 24, 23, 21, 19, 18, 8, 6]",pyramid,25,<class 'torch.nn.modules.activation.ReLU'>,0.2,<class 'torch.optim.rmsprop.RMSprop'>,0.030937497074812127,0.001,,512,True,kaiming_uniform,cosine,{'T_max': 100},None,"[1.0914486646652222, 175837626368.0, 18347.35546875, 75481.5, 151.01919555664062]","[0.328125, 0.6966292262077332, 0.5161290168762207, 0.6647398471832275, 0.6735537052154541]","[84655628288.0, 7014.9658203125, 5222.125, 0.6169708967208862, 0.6126250624656677]","[0.7, 0.3, 0.7, 0.7, 0.7]",0.6961284922532909,0.0,False,"[0.008999824523925781, 0.007509469985961914, 0.00900411605834961, 0.007505655288696289, 0.008508920669555664]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",255,255,0.44775403253710144,0.9445029519694803,0.6735537052154541,151.01919555664062,0.7,0.6126250624656677,0.0,0.0
6,1024,"[64, 89, 124, 173, 242, 338]",5,5,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 2.0, 3.0, 4.0, 5.0]","[1.0, 2.0, 3.0, 4.0, 5.0]","[99, 87, 82, 52, 52, 49, 42, 34, 12, 3]",pyramid,10,<class 'torch.nn.modules.activation.GELU'>,0.2,<class 'torch.optim.sgd.SGD'>,0.022166890699637547,0.01,0.95,1024,False,xavier_uniform,exponential,{'gamma': 0.95},None,"[0.7257958650588989, 0.7205479741096497, 0.7136388421058655, 0.7106432318687439, 0.6992132067680359]","[0.296875, 0.30337080359458923, 0.30645161867141724, 0.2947976887226105, 0.40909090638160706]","[0.7198073863983154, 0.7146223187446594, 0.7073560953140259, 0.6984288692474365, 0.6883681416511536]","[0.3, 0.3, 0.3, 0.3, 0.7]",0.473990496733099,0.0,False,"[0.004998922348022461, 0.003998994827270508, 0.00400090217590332, 0.0040018558502197266, 0.004000186920166016]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",255,255,0.35835750075317263,0.5896234927130254,0.40909090638160706,0.6992132067680359,0.7,0.6883681416511536,0.0,0.0
7,256,"[64, 89, 124, 173, 242, 338]",5,5,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 2.0, 3.0, 4.0, 5.0]","[1.0, 2.0, 3.0, 4.0, 5.0]","[5, 6, 11, 24, 31, 36, 39, 41, 48, 48, 50, 55, 76, 77, 78, 81, 85, 93]",inv_pyramid,18,<class 'torch.nn.modules.activation.LeakyReLU'>,0.3,<class 'torch.optim.adamw.AdamW'>,0.0015815312297035665,1e-05,,256,False,kaiming_normal,cosine,{'T_max': 50},None,"[1.6489911079406738, 1.2769392728805542, 1.489615559577942, 1.0333888530731201, 1.1623307466506958]","[0.4375, 0.516853928565979, 0.5322580337524414, 0.6069363951683044, 0.6487603187561035]","[0.6495447754859924, 0.6462218761444092, 0.641243577003479, 0.6385408639907837, 0.6386019587516785]","[0.7, 0.7, 0.7, 0.7, 0.7]",0.6748679876787905,0.0,False,"[0.006505489349365234, 0.005998849868774414, 0.005579471588134766, 0.004997730255126953, 0.007999658584594727]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",255,255,0.3796996776052565,0.9700362977523245,0.6487603187561035,1.1623307466506958,0.7,0.6386019587516785,0.0,0.0
8,512,"[64, 89, 124, 173, 242, 338]",5,5,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 2.0, 3.0, 4.0, 5.0]","[1.0, 2.0, 3.0, 4.0, 5.0]","[43, 30, 6, 30, 43]",hourglass,4,<class 'torch.nn.modules.activation.ELU'>,0.3,<class 'torch.optim.adamw.AdamW'>,0.013332225454503549,0.0001,,512,False,xavier_normal,exponential,{'gamma': 0.9},None,"[0.6504225730895996, 0.6220512390136719, 0.6176396012306213, 0.6345658302307129, 0.5925478339195251]","[0.671875, 0.7078651785850525, 0.6935483813285828, 0.7052022814750671, 0.7024793028831482]","[0.5980294942855835, 0.6022781133651733, 0.5898789167404175, 0.5542093515396118, 0.5269752144813538]","[0.7, 0.7, 0.7, 0.7, 0.7]",0.6748679876787905,0.0,False,"[0.0029981136322021484, 0.0019989013671875, 0.0030045509338378906, 0.0030019283294677734, 0.0035119056701660156]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",255,255,0.3796996776052565,0.9700362977523245,0.7024793028831482,0.5925478339195251,0.7,0.5269752144813538,0.0,0.0
9,32,"[64, 89, 124, 173, 242, 338]",5,23,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0]","[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0]","[3, 20, 28, 36, 48, 49, 55, 58, 65, 77, 87, 90, 91, 91, 92, 95]",inv_pyramid,16,<class 'torch.nn.modules.activation.GELU'>,0.5,<class 'torch.optim.rmsprop.RMSprop'>,0.005597903939882154,1e-05,,32,False,xavier_uniform,exponential,{'gamma': 0.95},None,"[0.6436665654182434, 0.8930996060371399, 1.8044489622116089, 10.357617378234863, 0.8515475988388062, 0.933314323425293, 1.1751927137374878, 0.7381522059440613, 0.7571346163749695, 1.4446148872375488, 0.7110614776611328, 0.6455220580101013, 0.563300609588623, 0.608124852180481, 0.7615492343902588, 0.8337268233299255, 0.581835150718689, 0.6405143737792969, 0.5107243657112122, 0.6191374659538269, 0.6766419410705566, 0.8124804496765137, 0.5918918251991272]","[0.75, 0.65625, 0.53125, 0.59375, 0.5600000023841858, 0.6875, 0.59375, 0.65625, 0.6428571939468384, 0.65625, 0.71875, 0.65625, 0.71875, 0.75, 0.6153846383094788, 0.75, 0.71875, 0.625, 0.8125, 0.65625, 0.625, 0.59375, 0.8333333134651184]","[0.6431311368942261, 0.7083818435668945, 1.253011417388916, 0.6598805546760559, 0.6109611392021179, 0.6116027116775513, 0.6196796298027039, 0.612135648727417, 0.6116015315055847, 0.6114363253116608, 0.613074517250061, 0.6108653545379639, 0.6316241383552551, 0.6109503090381623, 0.6382279515266418, 0.6167668581008912, 0.610960865020752, 0.6182763338088989, 0.6119056582450867, 0.6128931760787963, 0.6142895579338074, 0.6270789384841919, 0.6117790102958679]","[0.7, 0.30625, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]",0.726310199490606,0.0,False,"[0.006000995635986328, 0.005000591278076172, 0.006003856658935547, 0.006006956100463867, 0.005004167556762695, 0.0050048828125, 0.004000425338745117, 0.005003213882446289, 0.005678415298461914, 0.0060024261474609375, 0.006509065628051758, 0.004998207092285156, 0.00599980354309082, 0.007000446319580078, 0.005998373031616211, 0.006001472473144531, 0.006984710693359375, 0.006502628326416016, 0.006000995635986328, 0.004999637603759766, 0.005506277084350586, 0.005506038665771484, 0.005999088287353516]","[2, 2, 3, 3, 4, 4, 6, 6, 8, 8]",1173,1173,0.6010641861006858,0.8515562128805263,0.8333333134651184,0.5918918251991272,0.7,0.6117790102958679,0.0,0.0
10,256,"[64, 89, 124, 173, 242, 338]",5,5,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 2.0, 3.0, 4.0, 5.0]","[1.0, 2.0, 3.0, 4.0, 5.0]","[7, 45, 75, 85, 28, 42, 8, 10, 20, 17, 76, 41, 92, 19, 78, 37, 30, 31, 51, 90, 14, 59, 44, 63, 28]",irregular,25,<class 'torch.nn.modules.activation.LeakyReLU'>,0.0,<class 'torch.optim.adamw.AdamW'>,0.06097624209513673,1e-06,,256,False,kaiming_uniform,exponential,{'gamma': 0.9},None,"[0.7600738406181335, 189.74227905273438, 0.650604248046875, 1.1259104013442993, 6.496278285980225]","[0.296875, 0.6966292262077332, 0.7016128897666931, 0.3005780279636383, 0.3016528785228729]","[180.36158752441406, 0.6459571123123169, 1.1478328704833984, 6.580207824707031, 26.203739166259766]","[0.7, 0.7, 0.3, 0.3, 0.7]",0.4468589054163607,0.0,False,"[0.007998943328857422, 0.006056547164916992, 0.007000923156738281, 0.011005878448486328, 0.007001161575317383]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",255,255,0.2389243559916125,0.654793454841109,0.3016528785228729,6.496278285980225,0.7,26.203739166259766,0.0,0.0
