id,batch_size,n_instances,epochs_trained,batches_trained,efforts,cumulative_effort,cumulative_times,arch_hidden_layers,arch_shape,arch_depth,arch_activation_fn,arch_dropout_rate,arch_optimizer_type,arch_learning_rate,arch_weight_decay,arch_momentum,arch_batch_size,arch_use_skip_connections,arch_initializer,arch_lr_scheduler,arch_scheduler_params,arch_rng_state,train_loss,train_acc,val_loss,val_acc,forecasted_val_acc,score,fcst_greater_than_baseline,wall_times_per_batch,epoch_batches,forecast_horizon_time,forecast_horizon_effort,forecast_CI_low,forecast_CI_high,last_train_acc,last_train_loss,last_val_acc,last_val_loss,total_epoch_time,avg_epoch_time
1,1024,"[204, 285, 399, 558, 781, 1093]",5,5,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 2.0, 3.0, 4.0, 5.0]","[1.0, 2.0, 3.0, 4.0, 5.0]","[83, 86, 9, 82, 95, 28, 19, 10, 81, 95, 62, 63, 80, 3, 84, 92, 15, 99, 86, 31, 49, 82, 91]",irregular,23,<class 'torch.nn.modules.activation.ReLU'>,0.3,<class 'torch.optim.sgd.SGD'>,0.0283864657546653,0.001,0.9,1024,False,kaiming_normal,step,"{'step_size': 30, 'gamma': 0.9}",None,"[3.5625579357147217, 5.67930793762207, 1.022091031074524, 0.7596200108528137, 0.7202824950218201]","[0.4950980544090271, 0.5228070020675659, 0.5213032364845276, 0.5322580933570862, 0.5108835101127625]","[0.7787020206451416, 0.6930026412010193, 0.6923879384994507, 0.6994113922119141, 0.7078500390052795]","[0.521484375, 0.521484375, 0.521484375, 0.478515625, 0.478515625]",0.4710216353568576,0.0,False,"[0.23258090019226074, 0.007000446319580078, 0.00801992416381836, 0.009505987167358398, 0.009043455123901367]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",255,255,0.23959396765451438,0.7024493030592008,0.5108835101127625,0.7202824950218201,0.478515625,0.7078500390052795,0.0,0.0
2,512,"[204, 285, 399, 558, 781, 1093]",5,7,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0]","[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0]","[5, 27, 30, 33, 38, 40, 40, 41, 55, 65, 75, 79, 98, 100]",inv_pyramid,14,<class 'torch.nn.modules.activation.GELU'>,0.3,<class 'torch.optim.rmsprop.RMSprop'>,0.00022491049506993151,0.01,,512,True,xavier_uniform,cosine,{'T_max': 50},None,"[0.6930258274078369, 0.6929751634597778, 0.6934987306594849, 0.6922568678855896, 0.690992534160614, 0.6926625370979309, 0.6916764378547668]","[0.4852941334247589, 0.49473685026168823, 0.518796980381012, 0.513671875, 0.5652173757553101, 0.51953125, 0.524163544178009]","[0.69293612241745, 0.6927629113197327, 0.6926400661468506, 0.6925644278526306, 0.6924071311950684, 0.6923985481262207, 0.6923838257789612]","[0.521484375, 0.521484375, 0.521484375, 0.521484375, 0.521484375, 0.521484375, 0.521484375]",0.5166175465215748,0.0,False,"[0.05001378059387207, 0.003997802734375, 0.005995750427246094, 0.005000591278076172, 0.004000425338745117, 0.0065097808837890625, 0.005831241607666016]","[1, 1, 1, 1, 1, 1, 2, 2, 2, 2]",357,357,0.34184960019384514,0.6913854928493044,0.524163544178009,0.6916764378547668,0.521484375,0.6923838257789612,0.0,0.0
3,512,"[204, 285, 399, 558, 781, 1093]",5,7,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0]","[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0]","[57, 26, 56, 9, 8, 13, 75, 90, 34, 11, 10, 15, 96, 18, 67, 63, 47, 49, 74]",irregular,19,<class 'torch.nn.modules.activation.ELU'>,0.2,<class 'torch.optim.rmsprop.RMSprop'>,0.0065123789538270825,0.0,,512,False,xavier_normal,cosine,{'T_max': 100},None,"[0.6877975463867188, 1.9897454977035522, 3.0785322189331055, 4.342153549194336, 14.387284278869629, 2.592092990875244, 3.205657482147217]","[0.5490196347236633, 0.5543859601020813, 0.46867167949676514, 0.48828125, 0.45652174949645996, 0.517578125, 0.5055761933326721]","[1.1258087158203125, 1.2850810289382935, 5.052676200866699, 9.009590148925781, 1.0133105516433716, 1.8315619230270386, 6.119754314422607]","[0.521484375, 0.474609375, 0.478515625, 0.521484375, 0.537109375, 0.521484375, 0.478515625]",0.5084751825052412,0.0,False,"[0.0375063419342041, 0.00400233268737793, 0.00800013542175293, 0.004505634307861328, 0.006000041961669922, 0.006508588790893555, 0.005513668060302734]","[1, 1, 1, 1, 1, 1, 2, 2, 2, 2]",357,357,0.33531572739497484,0.6816346376155075,0.5055761933326721,3.205657482147217,0.478515625,6.119754314422607,0.0,0.0
4,512,"[204, 285, 399, 558, 781, 1093]",5,7,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0]","[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0]","[95, 94, 93, 88, 80, 79, 78, 72, 67, 54, 54, 39, 33, 29, 18]",pyramid,15,<class 'torch.nn.modules.activation.ELU'>,0.3,<class 'torch.optim.rmsprop.RMSprop'>,0.00010115663745876392,1e-05,,512,True,xavier_uniform,exponential,{'gamma': 0.9},None,"[0.736832857131958, 0.7724288105964661, 0.7144249081611633, 0.7417521476745605, 0.7789949178695679, 0.7635901570320129, 0.7544679641723633]","[0.529411792755127, 0.49473685026168823, 0.5338345766067505, 0.515625, 0.52173912525177, 0.509765625, 0.4758364260196686]","[0.684247612953186, 0.6791743040084839, 0.6765038371086121, 0.6746389269828796, 0.6693039536476135, 0.667441725730896, 0.665287971496582]","[0.548828125, 0.556640625, 0.55859375, 0.55859375, 0.57421875, 0.578125, 0.587890625]",0.5711188498802399,0.0,False,"[0.006506443023681641, 0.003997802734375, 0.005999565124511719, 0.0040018558502197266, 0.0029997825622558594, 0.004509449005126953, 0.005087375640869141]","[1, 1, 1, 1, 1, 1, 2, 2, 2, 2]",357,357,0.3900715270502449,0.7521661727102349,0.4758364260196686,0.7544679641723633,0.587890625,0.665287971496582,0.0,0.0
5,512,"[204, 285, 399, 558, 781, 1093]",5,7,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0]","[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0]","[93, 92, 90, 83, 80, 75, 74, 69, 68, 61, 54, 51, 48, 44, 34, 33, 32, 29, 24, 23, 21, 19, 18, 8, 6]",pyramid,25,<class 'torch.nn.modules.activation.ReLU'>,0.2,<class 'torch.optim.rmsprop.RMSprop'>,0.030937497074812127,0.001,,512,True,kaiming_uniform,cosine,{'T_max': 100},None,"[5.494572162628174, 109184688.0, 3.882892370223999, 17.447566986083984, 0.6929229497909546, 2.5515193939208984, 0.6861398816108704]","[0.4754902124404907, 0.4771929979324341, 0.4761904776096344, 0.46875, 0.5869565606117249, 0.529296875, 0.5130111575126648]","[0.8051102757453918, 0.702133297920227, 0.6947246193885803, 0.6930922865867615, 0.6923812031745911, 0.6923096776008606, 0.6922240257263184]","[0.478515625, 0.478515625, 0.478515625, 0.521484375, 0.521484375, 0.521484375, 0.521484375]",0.5184171137065624,0.0,False,"[0.007999420166015625, 0.006000041961669922, 0.007998228073120117, 0.005998373031616211, 0.006000041961669922, 0.008507728576660156, 0.008507966995239258]","[1, 1, 1, 1, 1, 1, 2, 2, 2, 2]",357,357,0.35641444095150865,0.6804197864616162,0.5130111575126648,0.6861398816108704,0.521484375,0.6922240257263184,0.0,0.0
6,1024,"[204, 285, 399, 558, 781, 1093]",5,5,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 2.0, 3.0, 4.0, 5.0]","[1.0, 2.0, 3.0, 4.0, 5.0]","[99, 87, 82, 52, 52, 49, 42, 34, 12, 3]",pyramid,10,<class 'torch.nn.modules.activation.GELU'>,0.2,<class 'torch.optim.sgd.SGD'>,0.022166890699637547,0.01,0.95,1024,False,xavier_uniform,exponential,{'gamma': 0.95},None,"[0.7233576774597168, 0.7216744422912598, 0.71942538022995, 0.7189055681228638, 0.7160376310348511]","[0.4754902124404907, 0.4771929979324341, 0.47869673371315, 0.4767025113105774, 0.4775928258895874]","[0.7210738658905029, 0.7197934985160828, 0.7179979085922241, 0.7157784700393677, 0.7132506966590881]","[0.478515625, 0.478515625, 0.478515625, 0.478515625, 0.478515625]",0.4613354580301428,0.0,False,"[0.004000186920166016, 0.003998994827270508, 0.004001140594482422, 0.003041505813598633, 0.0030002593994140625]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",255,255,0.25956024607936995,0.6631106699809157,0.4775928258895874,0.7160376310348511,0.478515625,0.7132506966590881,0.0,0.0
7,256,"[204, 285, 399, 558, 781, 1093]",5,12,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0]","[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0]","[5, 6, 11, 24, 31, 36, 39, 41, 48, 48, 50, 55, 76, 77, 78, 81, 85, 93]",inv_pyramid,18,<class 'torch.nn.modules.activation.LeakyReLU'>,0.3,<class 'torch.optim.adamw.AdamW'>,0.0015815312297035665,1e-05,,256,False,kaiming_normal,cosine,{'T_max': 50},None,"[1.7392910718917847, 1.63421630859375, 1.6336827278137207, 1.0479350090026855, 0.9658398628234863, 1.1080352067947388, 1.044332504272461, 0.8344590663909912, 0.8809164762496948, 0.9559100270271301, 0.8468871712684631, 0.937102198600769]","[0.529411792755127, 0.51171875, 0.37931033968925476, 0.5, 0.5104895234107971, 0.5, 0.484375, 0.5652173757553101, 0.484375, 0.484375, 0.546875, 0.38461539149284363]","[0.694171279668808, 0.6942341923713684, 0.6962420046329498, 0.6960699558258057, 0.6955393254756927, 0.6950607299804688, 0.6943053007125854, 0.6936680376529694, 0.6933166980743408, 0.693168967962265, 0.6931520998477936, 0.6931791603565216]","[0.466796875, 0.48046875, 0.478515625, 0.478515625, 0.478515625, 0.478515625, 0.48046875, 0.482421875, 0.494140625, 0.501953125, 0.501953125, 0.513671875]",0.4964883575234745,0.0,False,"[0.034506797790527344, 0.005505084991455078, 0.0060002803802490234, 0.006509065628051758, 0.006000995635986328, 0.004998922348022461, 0.007001399993896484, 0.007000446319580078, 0.003998994827270508, 0.005001544952392578, 0.004000425338745117, 0.004084110260009766]","[1, 1, 2, 2, 2, 2, 3, 3, 4, 4]",612,612,0.3873291703662022,0.6056475446807468,0.38461539149284363,0.937102198600769,0.513671875,0.6931791603565216,0.0,0.0
8,512,"[204, 285, 399, 558, 781, 1093]",5,7,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0]","[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0]","[43, 30, 6, 30, 43]",hourglass,4,<class 'torch.nn.modules.activation.ELU'>,0.3,<class 'torch.optim.adamw.AdamW'>,0.013332225454503549,0.0001,,512,False,xavier_normal,exponential,{'gamma': 0.9},None,"[0.7165318727493286, 0.7102336883544922, 0.6684750318527222, 0.6170496344566345, 0.4769664406776428, 0.5730965733528137, 0.4568091034889221]","[0.4901961088180542, 0.5263158082962036, 0.6090225577354431, 0.64453125, 0.760869562625885, 0.728515625, 0.7955390214920044]","[0.66258305311203, 0.6232511401176453, 0.5675355195999146, 0.5033584833145142, 0.43276315927505493, 0.37225261330604553, 0.33266034722328186]","[0.6171875, 0.65234375, 0.734375, 0.7734375, 0.810546875, 0.84765625, 0.853515625]",0.8505838075427984,0.0,False,"[0.0030012130737304688, 0.0019998550415039062, 0.0029997825622558594, 0.0030002593994140625, 0.0019991397857666016, 0.0019996166229248047, 0.0020051002502441406]","[1, 1, 1, 1, 1, 1, 2, 2, 2, 2]",357,357,0.6184660202315371,1.0,0.7955390214920044,0.4568091034889221,0.853515625,0.33266034722328186,0.0,0.0
9,32,"[204, 285, 399, 558, 781, 1093]",5,72,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0, 44.0, 45.0, 46.0, 47.0, 48.0, 49.0, 50.0, 51.0, 52.0, 53.0, 54.0, 55.0, 56.0, 57.0, 58.0, 59.0, 60.0, 61.0, 62.0, 63.0, 64.0, 65.0, 66.0, 67.0, 68.0, 69.0, 70.0, 71.0, 72.0]","[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0, 44.0, 45.0, 46.0, 47.0, 48.0, 49.0, 50.0, 51.0, 52.0, 53.0, 54.0, 55.0, 56.0, 57.0, 58.0, 59.0, 60.0, 61.0, 62.0, 63.0, 64.0, 65.0, 66.0, 67.0, 68.0, 69.0, 70.0, 71.0, 72.0]","[3, 20, 28, 36, 48, 49, 55, 58, 65, 77, 87, 90, 91, 91, 92, 95]",inv_pyramid,16,<class 'torch.nn.modules.activation.GELU'>,0.5,<class 'torch.optim.rmsprop.RMSprop'>,0.005597903939882154,1e-05,,32,False,xavier_uniform,exponential,{'gamma': 0.95},None,"[0.70257967710495, 1.759207844734192, 1.8565963506698608, 1.568852186203003, 2.0256638526916504, 3.7947845458984375, 3.213266611099243, 1.499613881111145, 3.8288919925689697, 1.0299204587936401, 7.513072490692139, 0.8194435238838196, 0.7027256488800049, 0.7320328950881958, 0.7181270718574524, 1.6287235021591187, 1.3231229782104492, 0.8051828145980835, 0.6699971556663513, 0.7437949180603027, 0.6108304858207703, 0.7480682134628296, 0.9132702350616455, 1.2698581218719482, 0.8405634164810181, 0.7402351498603821, 0.7392224669456482, 0.7807236313819885, 0.7164579629898071, 0.7036958336830139, 0.7204263210296631, 0.7044369578361511, 0.7023529410362244, 0.6651046872138977, 0.7677304148674011, 0.6310217976570129, 0.7068045735359192, 0.7327427864074707, 0.709925651550293, 0.7655209302902222, 0.6863359808921814, 2.8701751232147217, 0.7502386569976807, 0.6859602332115173, 0.7681500911712646, 0.6570074558258057, 0.6839720010757446, 0.6746677160263062, 0.6016482710838318, 0.7260218858718872, 0.6603951454162598, 0.6621012687683105, 1.341161847114563, 0.7025598287582397, 0.7501732110977173, 0.7548937201499939, 0.7066597938537598, 0.6496205925941467, 0.7966211438179016, 0.7554999589920044, 0.7049319744110107, 0.7202657461166382, 0.760882556438446, 0.7000495791435242, 0.6951895952224731, 0.736871600151062, 0.6845515966415405, 0.6782397031784058, 1.6920832395553589, 0.6876455545425415, 0.6987705826759338, 0.7237326502799988]","[0.46875, 0.53125, 0.53125, 0.46875, 0.375, 0.46875, 0.5, 0.53125, 0.6875, 0.40625, 0.4375, 0.375, 0.59375, 0.5625, 0.5, 0.3103448152542114, 0.5, 0.40625, 0.625, 0.46875, 0.59375, 0.46875, 0.34375, 0.4375, 0.4375, 0.46875, 0.40625, 0.4375, 0.40000003576278687, 0.5625, 0.5, 0.53125, 0.53125, 0.46875, 0.34375, 0.65625, 0.5, 0.46875, 0.5, 0.46875, 0.46875, 0.5, 0.46875, 0.625, 0.46875, 0.6875, 0.5714285969734192, 0.5625, 0.6875, 0.5625, 0.6875, 0.59375, 0.46875, 0.53125, 0.625, 0.53125, 0.59375, 0.65625, 0.40625, 0.4375, 0.59375, 0.375, 0.5, 0.5625, 0.5625, 0.34375, 0.53125, 0.5625, 0.53125, 0.5625, 0.53125, 0.3076923191547394]","[0.8799190185964108, 0.6972057074308395, 0.7588041014969349, 0.7200667262077332, 0.7639267295598984, 0.6926509104669094, 0.7406764104962349, 0.7002295404672623, 0.692508440464735, 0.6985322386026382, 0.7376491762697697, 0.6923618614673615, 0.6922974176704884, 0.7162440903484821, 0.6922262981534004, 0.6966588348150253, 0.6923823170363903, 0.6931491121649742, 0.6927412338554859, 0.6931134462356567, 0.6925359182059765, 0.6937794275581837, 0.6978428363800049, 0.692287553101778, 0.6940034180879593, 0.6922105140984058, 0.692269753664732, 0.6969824880361557, 0.7011765614151955, 0.695514015853405, 0.6946727000176907, 0.6949994824826717, 0.6988880671560764, 0.6946916282176971, 0.6923332512378693, 0.6945696212351322, 0.6932213269174099, 0.6922794915735722, 0.6936721093952656, 0.6926854774355888, 0.6921499148011208, 0.6925747618079185, 0.6958280801773071, 0.6925241835415363, 0.6922130696475506, 0.6945911198854446, 0.6965679563581944, 0.694069430232048, 0.7086650021374226, 0.6994260586798191, 0.7082780301570892, 0.7013726532459259, 0.6946531869471073, 0.6948869973421097, 0.692359272390604, 0.6935892514884472, 0.6922120526432991, 0.6953817717730999, 0.6923529095947742, 0.6923845522105694, 0.6923767179250717, 0.6925114504992962, 0.6921969428658485, 0.6923194862902164, 0.695482324808836, 0.6949421279132366, 0.6948660463094711, 0.6926967725157738, 0.6926756538450718, 0.692180160433054, 0.6952987276017666, 0.6982526741921902]","[0.521484375, 0.521484375, 0.46484375, 0.521484375, 0.478515625, 0.521484375, 0.478515625, 0.478515625, 0.521484375, 0.478515625, 0.478515625, 0.521484375, 0.521484375, 0.478515625, 0.521484375, 0.478515625, 0.521484375, 0.478515625, 0.521484375, 0.521484375, 0.521484375, 0.478515625, 0.478515625, 0.521484375, 0.478515625, 0.521484375, 0.521484375, 0.478515625, 0.478515625, 0.478515625, 0.478515625, 0.521484375, 0.521484375, 0.521484375, 0.521484375, 0.478515625, 0.47265625, 0.521484375, 0.521484375, 0.521484375, 0.521484375, 0.521484375, 0.478515625, 0.521484375, 0.521484375, 0.521484375, 0.478515625, 0.521484375, 0.521484375, 0.521484375, 0.521484375, 0.521484375, 0.521484375, 0.521484375, 0.521484375, 0.478515625, 0.521484375, 0.478515625, 0.521484375, 0.521484375, 0.521484375, 0.521484375, 0.521484375, 0.521484375, 0.478515625, 0.478515625, 0.478515625, 0.521484375, 0.521484375, 0.521484375, 0.478515625, 0.478515625]",0.5085060500004417,0.0,False,"[0.00599980354309082, 0.004001617431640625, 0.004503965377807617, 0.003998994827270508, 0.0055010318756103516, 0.0029993057250976562, 0.009999752044677734, 0.00599980354309082, 0.003999948501586914, 0.004995107650756836, 0.0039980411529541016, 0.005001544952392578, 0.0050046443939208984, 0.004000186920166016, 0.004999876022338867, 0.003998994827270508, 0.0065042972564697266, 0.00799870491027832, 0.00400090217590332, 0.0060503482818603516, 0.00500035285949707, 0.006999969482421875, 0.003999948501586914, 0.004000186920166016, 0.004001140594482422, 0.0029997825622558594, 0.0035047531127929688, 0.0049991607666015625, 0.0029997825622558594, 0.0060002803802490234, 0.0055084228515625, 0.006999492645263672, 0.003998756408691406, 0.005000591278076172, 0.003998994827270508, 0.0050008296966552734, 0.004003286361694336, 0.003996372222900391, 0.0050008296966552734, 0.003998517990112305, 0.003000497817993164, 0.0031392574310302734, 0.0039980411529541016, 0.0030014514923095703, 0.004001140594482422, 0.003999233245849609, 0.004000425338745117, 0.003506898880004883, 0.003998279571533203, 0.0035037994384765625, 0.0049991607666015625, 0.004506587982177734, 0.0075109004974365234, 0.005007505416870117, 0.003560304641723633, 0.003998994827270508, 0.0032176971435546875, 0.003996610641479492, 0.003999233245849609, 0.005000114440917969, 0.0035092830657958984, 0.00500035285949707, 0.005003213882446289, 0.003998756408691406, 0.0030002593994140625, 0.0040438175201416016, 0.0029973983764648438, 0.002997875213623047, 0.0052068233489990234, 0.003504037857055664, 0.003996849060058594, 0.004502773284912109]","[7, 7, 9, 9, 13, 13, 18, 18, 25, 25]",3672,3672,0.4549463046729256,0.5620657953279578,0.3076923191547394,0.7237326502799988,0.478515625,0.6982526741921902,0.0,0.0
10,256,"[204, 285, 399, 558, 781, 1093]",5,12,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0]","[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0]","[7, 45, 75, 85, 28, 42, 8, 10, 20, 17, 76, 41, 92, 19, 78, 37, 30, 31, 51, 90, 14, 59, 44, 63, 28]",irregular,25,<class 'torch.nn.modules.activation.LeakyReLU'>,0.0,<class 'torch.optim.adamw.AdamW'>,0.06097624209513673,1e-06,,256,False,kaiming_uniform,exponential,{'gamma': 0.9},None,"[0.6851908564567566, 19296.419921875, 3.791475772857666, 0.7003217935562134, 1.8286480903625488, 14.850587844848633, 4.697556495666504, 0.6942306756973267, 0.7344900965690613, 4.04045295715332, 6.933970928192139, 3.5437135696411133]","[0.5882353186607361, 0.4765625, 0.48275861144065857, 0.53125, 0.6783216595649719, 0.55078125, 0.48046875, 0.52173912525177, 0.46484375, 0.54296875, 0.5078125, 0.1538461595773697]","[19713.5712890625, 4.133147716522217, 0.7158936262130737, 2.3786942958831787, 16.481401443481445, 5.497343301773071, 0.7049421072006226, 0.7290666997432709, 4.163158535957336, 7.078819751739502, 3.074275493621826, 0.9256573915481567]","[0.478515625, 0.478515625, 0.52734375, 0.611328125, 0.521484375, 0.478515625, 0.521484375, 0.47265625, 0.521484375, 0.478515625, 0.287109375, 0.521484375]",0.48399329367745875,0.0,False,"[0.009000778198242188, 0.006001472473144531, 0.004003047943115234, 0.0050008296966552734, 0.007001638412475586, 0.007001161575317383, 0.007997751235961914, 0.006999969482421875, 0.005003929138183594, 0.004506349563598633, 0.007510185241699219, 0.00500178337097168]","[1, 1, 2, 2, 2, 2, 3, 3, 4, 4]",612,612,0.30305074310030666,0.6649358442546108,0.1538461595773697,3.5437135696411133,0.521484375,0.9256573915481567,0.0,0.0
