id,batch_size,n_instances,epochs_trained,batches_trained,efforts,cumulative_effort,cumulative_times,arch_hidden_layers,arch_shape,arch_depth,arch_activation_fn,arch_dropout_rate,arch_optimizer_type,arch_learning_rate,arch_weight_decay,arch_momentum,arch_batch_size,arch_use_skip_connections,arch_initializer,arch_lr_scheduler,arch_scheduler_params,arch_rng_state,train_loss,train_acc,val_loss,val_acc,forecasted_val_acc,score,fcst_greater_than_baseline,wall_times_per_batch,epoch_batches,forecast_horizon_time,forecast_horizon_effort,forecast_CI_low,forecast_CI_high,last_train_acc,last_train_loss,last_val_acc,last_val_loss,total_epoch_time,avg_epoch_time
1,1024,"[134, 187, 261, 365, 510, 714]",5,5,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 2.0, 3.0, 4.0, 5.0]","[1.0, 2.0, 3.0, 4.0, 5.0]","[83, 86, 9, 82, 95, 28, 19, 10, 81, 95, 62, 63, 80, 3, 84, 92, 15, 99, 86, 31, 49, 82, 91]",irregular,23,<class 'torch.nn.modules.activation.ReLU'>,0.3,<class 'torch.optim.sgd.SGD'>,0.0283864657546653,0.001,0.9,1024,False,kaiming_normal,step,"{'step_size': 30, 'gamma': 0.9}",None,"[1.2827873229980469, 0.6557806134223938, 0.9997087121009827, 0.6552830934524536, 0.5251248478889465]","[0.44029849767684937, 0.7379679083824158, 0.8275861740112305, 0.8273972868919373, 0.8431373238563538]","[0.6988659501075745, 0.6259164214134216, 0.5867031812667847, 0.5696108937263489, 0.5538628101348877]","[0.16272189349112426, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461]",0.9507629687777807,0.0,False,"[0.0069997310638427734, 0.008000850677490234, 0.0069997310638427734, 0.0074193477630615234, 0.007506847381591797]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",255,255,0.5746359000927048,1.0,0.8431373238563538,0.5251248478889465,0.8461538461538461,0.5538628101348877,0.0,0.0
2,512,"[134, 187, 261, 365, 510, 714]",5,5,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 2.0, 3.0, 4.0, 5.0]","[1.0, 2.0, 3.0, 4.0, 5.0]","[5, 27, 30, 33, 38, 40, 40, 41, 55, 65, 75, 79, 98, 100]",inv_pyramid,14,<class 'torch.nn.modules.activation.GELU'>,0.3,<class 'torch.optim.rmsprop.RMSprop'>,0.00022491049506993151,0.01,,512,True,xavier_uniform,cosine,{'T_max': 50},None,"[0.7308526635169983, 0.716794490814209, 0.7066524028778076, 0.6981408596038818, 0.691399872303009]","[0.15671642124652863, 0.16042780876159668, 0.16858236491680145, 0.3287671208381653, 0.574509859085083]","[0.716786801815033, 0.7067185640335083, 0.6987056732177734, 0.6919374465942383, 0.6856779456138611]","[0.15384615384615385, 0.15384615384615385, 0.15384615384615385, 0.8461538461538461, 0.8461538461538461]",0.9824824958474206,0.0,False,"[0.0049991607666015625, 0.006000995635986328, 0.005997657775878906, 0.004999876022338867, 0.0049991607666015625]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",255,255,0.699458739207691,1.0,0.574509859085083,0.691399872303009,0.8461538461538461,0.6856779456138611,0.0,0.0
3,512,"[134, 187, 261, 365, 510, 714]",5,5,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 2.0, 3.0, 4.0, 5.0]","[1.0, 2.0, 3.0, 4.0, 5.0]","[57, 26, 56, 9, 8, 13, 75, 90, 34, 11, 10, 15, 96, 18, 67, 63, 47, 49, 74]",irregular,19,<class 'torch.nn.modules.activation.ELU'>,0.2,<class 'torch.optim.rmsprop.RMSprop'>,0.0065123789538270825,0.0,,512,False,xavier_normal,cosine,{'T_max': 100},None,"[0.6193435788154602, 1.2784069776535034, 25.643245697021484, 8.490684509277344, 11.243215560913086]","[0.7985074520111084, 0.7860962748527527, 0.39463600516319275, 0.783561646938324, 0.8254902362823486]","[1.1056634187698364, 26.60673713684082, 1.5365535020828247, 6.740607738494873, 4.825188636779785]","[0.8461538461538461, 0.15384615384615385, 0.8136094674556213, 0.8461538461538461, 0.6627218934911243]",0.7795433805765419,0.0,False,"[0.009131431579589844, 0.0069997310638427734, 0.006507396697998047, 0.005999565124511719, 0.005999326705932617]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",255,255,0.49051869384914787,1.0,0.8254902362823486,11.243215560913086,0.6627218934911243,4.825188636779785,0.0,0.0
4,512,"[134, 187, 261, 365, 510, 714]",5,5,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 2.0, 3.0, 4.0, 5.0]","[1.0, 2.0, 3.0, 4.0, 5.0]","[95, 94, 93, 88, 80, 79, 78, 72, 67, 54, 54, 39, 33, 29, 18]",pyramid,15,<class 'torch.nn.modules.activation.ELU'>,0.3,<class 'torch.optim.rmsprop.RMSprop'>,0.00010115663745876392,1e-05,,512,True,xavier_uniform,exponential,{'gamma': 0.9},None,"[0.8549342751502991, 0.753802478313446, 0.7631512880325317, 0.7343199253082275, 0.7309172749519348]","[0.4253731369972229, 0.48128342628479004, 0.4789271950721741, 0.5315068364143372, 0.5137255191802979]","[0.7163957357406616, 0.6600678563117981, 0.6148594617843628, 0.5834892988204956, 0.5577671527862549]","[0.3106508875739645, 0.7041420118343196, 0.7366863905325444, 0.757396449704142, 0.7781065088757396]",0.8159845404606214,0.0,False,"[0.006098747253417969, 0.006000518798828125, 0.006000995635986328, 0.005004167556762695, 0.003999471664428711]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",255,255,0.5119710787115757,1.0,0.5137255191802979,0.7309172749519348,0.7781065088757396,0.5577671527862549,0.0,0.0
5,512,"[134, 187, 261, 365, 510, 714]",5,5,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 2.0, 3.0, 4.0, 5.0]","[1.0, 2.0, 3.0, 4.0, 5.0]","[93, 92, 90, 83, 80, 75, 74, 69, 68, 61, 54, 51, 48, 44, 34, 33, 32, 29, 24, 23, 21, 19, 18, 8, 6]",pyramid,25,<class 'torch.nn.modules.activation.ReLU'>,0.2,<class 'torch.optim.rmsprop.RMSprop'>,0.030937497074812127,0.001,,512,True,kaiming_uniform,cosine,{'T_max': 100},None,"[0.8033745884895325, 2198158311424.0, 2756.161865234375, 13.963682174682617, 6.078016757965088]","[0.6268656849861145, 0.8449198007583618, 0.6858237385749817, 0.8438356518745422, 0.845098078250885]","[460872417280.0, 445.6576232910156, 0.5318623185157776, 0.5050585865974426, 0.4802224040031433]","[0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461]",0.8157815334358953,0.0,False,"[0.007559299468994141, 0.007002592086791992, 0.007004261016845703, 0.008001089096069336, 0.008000373840332031]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",255,255,0.4589846736268498,1.0,0.845098078250885,6.078016757965088,0.8461538461538461,0.4802224040031433,0.0,0.0
6,1024,"[134, 187, 261, 365, 510, 714]",5,5,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 2.0, 3.0, 4.0, 5.0]","[1.0, 2.0, 3.0, 4.0, 5.0]","[99, 87, 82, 52, 52, 49, 42, 34, 12, 3]",pyramid,10,<class 'torch.nn.modules.activation.GELU'>,0.2,<class 'torch.optim.sgd.SGD'>,0.022166890699637547,0.01,0.95,1024,False,xavier_uniform,exponential,{'gamma': 0.95},None,"[0.7747897505760193, 0.7702676057815552, 0.7532614469528198, 0.7311758399009705, 0.7058777213096619]","[0.15671642124652863, 0.14973261952400208, 0.15325669944286346, 0.15342466533184052, 0.16274510324001312]","[0.7670776844024658, 0.7522707581520081, 0.7314130067825317, 0.7058619856834412, 0.6769782304763794]","[0.15384615384615385, 0.15384615384615385, 0.15384615384615385, 0.15680473372781065, 0.8461538461538461]",0.9637429237352987,0.0,False,"[0.005003213882446289, 0.0035088062286376953, 0.003998994827270508, 0.004001617431640625, 0.004999637603759766]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",255,255,0.8078798969989627,1.0,0.16274510324001312,0.7058777213096619,0.8461538461538461,0.6769782304763794,0.0,0.0
7,256,"[134, 187, 261, 365, 510, 714]",5,8,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0]","[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0]","[5, 6, 11, 24, 31, 36, 39, 41, 48, 48, 50, 55, 76, 77, 78, 81, 85, 93]",inv_pyramid,18,<class 'torch.nn.modules.activation.LeakyReLU'>,0.3,<class 'torch.optim.adamw.AdamW'>,0.0015815312297035665,1e-05,,256,False,kaiming_normal,cosine,{'T_max': 50},None,"[1.2713721990585327, 0.6882666349411011, 0.7176223397254944, 0.28498750925064087, 0.8207433819770813, 0.5802283883094788, 1.139138102531433, 0.8323572278022766]","[0.4701492488384247, 0.6844919919967651, 0.7578125, 0.800000011920929, 0.82421875, 0.8348623514175415, 0.81640625, 0.8700787425041199]","[0.6046261568746624, 0.5740201504978203, 0.5602481111266909, 0.5445012591294283, 0.5408389130993002, 0.5397633550435128, 0.546628230069516, 0.5541582781182238]","[0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461]",0.8434231547206956,0.0,False,"[0.006000995635986328, 0.006001472473144531, 0.007850885391235352, 0.005999326705932617, 0.0060002803802490234, 0.006000041961669922, 0.004999876022338867, 0.0065021514892578125]","[1, 1, 1, 1, 2, 2, 2, 2, 2, 2]",408,408,0.5827896990199268,1.0,0.8700787425041199,0.8323572278022766,0.8461538461538461,0.5541582781182238,0.0,0.0
8,512,"[134, 187, 261, 365, 510, 714]",5,5,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 2.0, 3.0, 4.0, 5.0]","[1.0, 2.0, 3.0, 4.0, 5.0]","[43, 30, 6, 30, 43]",hourglass,4,<class 'torch.nn.modules.activation.ELU'>,0.3,<class 'torch.optim.adamw.AdamW'>,0.013332225454503549,0.0001,,512,False,xavier_normal,exponential,{'gamma': 0.9},None,"[0.6852856874465942, 0.5387824773788452, 0.42555156350135803, 0.37606221437454224, 0.3972606956958771]","[0.5597015023231506, 0.8235294222831726, 0.8352490067481995, 0.8383561968803406, 0.8294118046760559]","[0.5125292539596558, 0.4059077501296997, 0.3692818582057953, 0.39225924015045166, 0.38073188066482544]","[0.8461538461538461, 0.8550295857988166, 0.834319526627219, 0.8313609467455622, 0.8668639053254438]",0.8127301526848077,0.0,False,"[0.0029976367950439453, 0.0029985904693603516, 0.0030019283294677734, 0.0030028820037841797, 0.0019986629486083984]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",255,255,0.4624046684509189,1.0,0.8294118046760559,0.3972606956958771,0.8668639053254438,0.38073188066482544,0.0,0.0
9,32,"[134, 187, 261, 365, 510, 714]",5,48,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0, 44.0, 45.0, 46.0, 47.0, 48.0]","[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0, 44.0, 45.0, 46.0, 47.0, 48.0]","[3, 20, 28, 36, 48, 49, 55, 58, 65, 77, 87, 90, 91, 91, 92, 95]",inv_pyramid,16,<class 'torch.nn.modules.activation.GELU'>,0.5,<class 'torch.optim.rmsprop.RMSprop'>,0.005597903939882154,1e-05,,32,False,xavier_uniform,exponential,{'gamma': 0.95},None,"[0.7442036867141724, 0.49347564578056335, 5.247561454772949, 9.260416030883789, 0.37393268942832947, 0.6534512042999268, 0.32834571599960327, 0.5761796832084656, 3.72794771194458, 0.3433758020401001, 0.609250545501709, 0.7665218114852905, 0.3161528408527374, 0.6622663140296936, 0.566953182220459, 0.5647883415222168, 0.6180391311645508, 0.5613007545471191, 0.32623961567878723, 0.638184666633606, 0.48228317499160767, 0.3305513560771942, 0.9585785865783691, 0.615563690662384, 0.6404548287391663, 0.3516939580440521, 0.437447190284729, 0.45977628231048584, 0.2846544682979584, 0.4835071563720703, 0.7531002759933472, 0.47305965423583984, 0.4547458589076996, 0.3985290825366974, 0.5164803862571716, 0.6557835340499878, 0.4629852771759033, 0.36800938844680786, 0.5631385445594788, 0.3433946669101715, 0.333011269569397, 0.283549040555954, 0.5183936357498169, 0.5444827079772949, 0.3823026716709137, 0.3435143232345581, 0.3185242712497711, 0.7495938539505005]","[0.1875, 0.90625, 0.84375, 0.5, 0.8333333730697632, 0.71875, 0.90625, 0.84375, 0.6875, 0.90625, 0.7777777910232544, 0.625, 0.90625, 0.90625, 0.75, 0.78125, 0.875, 0.8125, 0.90625, 0.800000011920929, 0.8125, 0.90625, 0.84375, 0.75, 0.71875, 0.9375, 0.875, 0.84375, 0.9375, 0.84375, 0.8125, 0.8461538553237915, 0.84375, 0.875, 0.8125, 0.71875, 0.84375, 0.90625, 0.78125, 0.90625, 0.90625, 0.9375, 0.8125, 0.8125, 0.875, 0.90625, 0.90625, 0.7000000476837158]","[0.4820115135971611, 2.806748062901243, 0.4635960725990273, 0.43568416019163186, 0.4402739532600493, 0.4293434653409134, 0.4678149121047477, 0.4511960245801147, 0.4295436794588552, 0.4428498953051821, 0.4379711075294653, 0.44065786836415355, 0.47576418148695365, 0.43339876239821756, 0.43024258641801644, 0.44451735358266437, 0.4296856578990553, 0.43259442487411953, 0.4391655310018528, 0.429573607162611, 0.43102785768593554, 0.4317534333150062, 0.4300666342120199, 0.4336844419939278, 0.4535393333999363, 0.4293904791216879, 0.4294505930511204, 0.4293945459924506, 0.43401932857445713, 0.430193442212054, 0.4297565648541648, 0.4293389745365233, 0.42933052002325567, 0.43123924873284336, 0.42933035355347854, 0.4340986217972795, 0.4301542115987405, 0.42955782568666356, 0.42983509291558575, 0.4295479771653576, 0.4307460724954774, 0.43466338920875414, 0.43028485140151523, 0.42940928703229103, 0.42953374399941346, 0.43135103151290377, 0.4336377022534432, 0.4312369356141288]","[0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461]",0.8521636681906245,0.0,False,"[0.005000591278076172, 0.004000186920166016, 0.005000114440917969, 0.003999233245849609, 0.004999399185180664, 0.004998922348022461, 0.005509376525878906, 0.0040013790130615234, 0.00550389289855957, 0.004999637603759766, 0.005510568618774414, 0.0049822330474853516, 0.004999399185180664, 0.005000591278076172, 0.00761103630065918, 0.00500035285949707, 0.004000186920166016, 0.0059986114501953125, 0.005003929138183594, 0.004999637603759766, 0.00599980354309082, 0.004999399185180664, 0.0059986114501953125, 0.00700068473815918, 0.005121469497680664, 0.0039997100830078125, 0.005001544952392578, 0.005999326705932617, 0.004998445510864258, 0.004000186920166016, 0.005999326705932617, 0.003999948501586914, 0.007997512817382812, 0.00699925422668457, 0.005000114440917969, 0.005000114440917969, 0.007503986358642578, 0.0050013065338134766, 0.0050013065338134766, 0.004000425338745117, 0.0060002803802490234, 0.005049705505371094, 0.0039975643157958984, 0.00500035285949707, 0.005000114440917969, 0.0039997100830078125, 0.003505706787109375, 0.0039980411529541016]","[5, 5, 6, 6, 9, 9, 12, 12, 16, 16]",2448,2448,0.7550632461503457,0.9492640902309033,0.7000000476837158,0.7495938539505005,0.8461538461538461,0.4312369356141288,0.0,0.0
10,256,"[134, 187, 261, 365, 510, 714]",5,8,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0]","[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0]","[7, 45, 75, 85, 28, 42, 8, 10, 20, 17, 76, 41, 92, 19, 78, 37, 30, 31, 51, 90, 14, 59, 44, 63, 28]",irregular,25,<class 'torch.nn.modules.activation.LeakyReLU'>,0.0,<class 'torch.optim.adamw.AdamW'>,0.06097624209513673,1e-06,,256,False,kaiming_uniform,exponential,{'gamma': 0.9},None,"[1.6350797414779663, 16.427936553955078, 17.8944034576416, 0.5300177335739136, 2.631819486618042, 4.056404113769531, 2.004227638244629, 0.699147641658783]","[0.15671642124652863, 0.8449198007583618, 0.15234375, 0.800000011920929, 0.84375, 0.15596330165863037, 0.8203125, 0.7992125749588013]","[13.38631767634104, 18.58294136002219, 0.49861283344629953, 2.591363143638746, 3.9801560590958456, 1.8131066631283281, 0.6495255404675501, 0.5231561223430746]","[0.8461538461538461, 0.15384615384615385, 0.8461538461538461, 0.8461538461538461, 0.15384615384615385, 0.8461538461538461, 0.7692307692307693, 0.8461538461538461]",0.73580682418922,0.0,False,"[0.008000612258911133, 0.00600123405456543, 0.005999565124511719, 0.008507966995239258, 0.0060024261474609375, 0.006507158279418945, 0.005000591278076172, 0.007001161575317383]","[1, 1, 1, 1, 2, 2, 2, 2, 2, 2]",408,408,0.5284684764523793,0.9431451719260608,0.7992125749588013,0.699147641658783,0.8461538461538461,0.5231561223430746,0.0,0.0
